STATION,STATION_NAME,DATE,HLY-CLDH-NORMAL,HLY-HTDH-NORMAL,HLY-PRES-10PCTL,HLY-PRES-90PCTL,HLY-PRES-NORMAL,HLY-CLOD-PCTBKN,HLY-CLOD-PCTCLR,HLY-CLOD-PCTFEW,HLY-CLOD-PCTOVC,HLY-CLOD-PCTSCT,HLY-DEWP-10PCTL,HLY-DEWP-90PCTL,HLY-DEWP-NORMAL,HLY-HIDX-NORMAL,HLY-TEMP-10PCTL,HLY-TEMP-90PCTL,HLY-TEMP-NORMAL,HLY-WCHL-NORMAL,HLY-WIND-AVGSPD,HLY-WIND-VCTDIR,HLY-WIND-VCTSPD,HLY-WIND-PCTCLM,HLY-WIND-1STDIR,HLY-WIND-1STPCT,HLY-WIND-2NDDIR,HLY-WIND-2NDPCT
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101121 14:00,2.9,1.4,1,1,1,196,257,207,169,171,28,57,45.3,66.6,60.1,75,66.6,66.6,10.7,255,8.8,7,7,580,6,272
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101121 15:00,2.3,1.8,1,1,1,186,244,213,179,179,30,57,46.2,65.5,59,73,65.5,65.5,10.9,258,9.2,4,7,644,6,225
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101121 16:00,1.5,2.5,1,1,1,224,244,194,153,185,32,57,46.9,64,59,71.1,64,64,10.4,261,8.8,9,7,675,6,192
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101121 17:00,0.7,3.9,1,1,1,224,215,231,135,195,33.1,57.2,47.8,61.8,57,68,61.8,61.8,9.2,261,7.6,14,7,598,6,219
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101121 18:00,0.5,4.5,1,1,1,234,286,209,122,149,33.1,57.2,48.2,61,55.9,66.2,61,61,8.1,265,6.4,36,7,523,6,225
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101121 19:00,0.4,4.8,1,1,1,214,377,169,117,122,30.9,57.2,48.1,60.6,55.9,66,60.6,60.5,7,269,5,63,7,444,6,205
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101121 20:00,0.4,5,1,1,1,200,428,139,119,114,28.9,57.9,47.3,60.4,55.9,64.9,60.4,60.4,6.1,281,3.4,112,7,285,6,189
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101121 21:00,0.3,5.4,1,1,1,181,458,129,106,126,27,57.9,46.7,59.8,55,64.4,59.8,59.8,5.4,309,1.5,130,7,180,1,153
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101121 22:00,0.2,6,1,1,1,172,457,158,121,93,27,57.2,46.2,59.2,54,63,59.2,59.2,5.1,350,1.2,173,3,159,1,143
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101121 23:00,0.2,6.4,1,1,1,171,468,139,128,94,26.6,57,45.4,58.9,54,64,58.9,58.8,5.5,22,1.6,142,3,230,2,145
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 00:00,0.2,7.2,1,1,1,151,434,162,160,94,26.1,56.7,44.7,58,53.1,63,58,57.9,5.4,41,2.2,131,3,290,2,171
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 01:00,0.1,8.1,1,1,1,131,433,169,196,70,25,55.9,44.1,57,52,62.1,57,56.9,5.1,45,2.3,158,3,283,2,214
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 02:00,-777.7,9,1,1,1,134,446,128,196,96,25,55.4,43.4,56,51.1,61.3,56,55.8,5,51,2.7,160,3,316,2,226
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 03:00,-777.7,9.9,1,1,1,161,416,141,182,100,24.8,55.4,42.8,55.1,50,60.8,55.1,54.8,4.7,56,2.8,176,3,351,2,204
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 04:00,-777.7,10.6,1,1,1,129,415,141,192,122,25,55,42.3,54.4,48.9,60.1,54.4,54.1,4.7,56,2.9,186,3,360,2,198
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 05:00,-777.7,11,1,1,1,158,412,158,181,92,25,55,41.9,54,48.9,59,54,53.6,4.6,60,2.8,182,3,339,2,212
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 06:00,-777.7,11.3,1,1,1,184,345,175,189,108,24.1,55,41.3,53.7,48.9,59,53.7,53.3,4.7,58,2.8,198,3,313,2,214
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 07:00,-777.7,10.5,1,1,1,262,239,182,182,136,23,54.1,40.7,54.5,48.9,60.1,54.5,54.1,5.2,58,3.2,136,3,376,2,200
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 08:00,0.1,7.8,1,1,1,230,235,178,210,147,24.1,55,40.9,57.3,52,63,57.3,57.2,5.7,56,3.3,104,3,329,2,236
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 09:00,0.7,4.7,1,1,1,252,240,190,174,144,23,55.4,41,61,55,66.9,61,61,6.1,66,3.2,110,3,335,2,205
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 10:00,1.9,2.8,1,1,1,220,266,199,175,140,23,55,41.2,64.1,57,72,64.1,64,6,68,2.1,107,3,229,2,186
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 11:00,3.2,1.7,1,1,1,223,275,200,166,136,21.2,55.4,41.2,66.5,59,73.9,66.5,66.5,6.2,228,0.6,99,7,168,3,156
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 12:00,3.7,1.3,1,1,1,255,288,189,142,126,21.9,55.9,42.2,67.4,60.1,75.9,67.4,67.4,7.7,249,4.8,70,7,367,6,236
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 13:00,3.5,1.3,1,1,1,236,275,191,144,153,25,55.9,43.6,67.3,60.8,75.9,67.3,67.3,9.4,251,7.4,21,7,487,6,290
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 14:00,2.9,1.5,1,1,1,208,257,196,169,169,27,57,44.8,66.5,60.1,75,66.5,66.5,10.5,254,8.8,7,7,563,6,290
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 15:00,2.3,1.9,1,1,1,190,248,206,181,174,30,57,45.7,65.4,59,73,65.4,65.4,10.9,257,9.2,4,7,644,6,228
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 16:00,1.5,2.6,1,1,1,225,248,193,154,179,30.9,57,46.5,63.9,59,71.1,63.9,63.9,10.4,261,8.8,9,7,671,6,194
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 17:00,0.7,4,1,1,1,239,226,219,136,179,32,57.2,47.5,61.7,57,66.9,61.7,61.7,9.2,261,7.5,11,7,593,6,215
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 18:00,0.5,4.6,1,1,1,239,291,194,122,155,33.1,57.4,47.9,60.9,55.9,66,60.9,60.9,8.2,265,6.4,32,7,516,6,236
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 19:00,0.4,4.9,1,1,1,223,375,158,120,124,30.9,57.2,47.8,60.4,55.9,64.9,60.4,60.4,7,270,4.9,65,7,437,6,202
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 20:00,0.3,5.1,1,1,1,200,430,128,126,115,28,57.9,46.8,60.2,55.4,64.4,60.2,60.2,6.1,282,3.3,109,7,281,6,190
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 21:00,0.3,5.6,1,1,1,181,458,122,108,131,26.1,57.9,46.3,59.7,55,64.4,59.7,59.7,5.4,309,1.4,123,7,176,1,156
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 22:00,0.2,6.2,1,1,1,169,457,146,132,95,26.1,57,45.7,59,54,63,59,59,5.2,350,1.2,160,3,161,1,145
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101122 23:00,0.2,6.5,1,1,1,166,462,139,137,96,25,57,44.8,58.7,54,63,58.7,58.6,5.6,23,1.6,138,3,232,1,150
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 00:00,0.1,7.4,1,1,1,151,432,153,164,99,24.8,55.9,44.1,57.8,53.1,63,57.8,57.7,5.5,43,2.1,121,3,289,2,169
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 01:00,0.1,8.3,1,1,1,136,430,161,197,77,24.1,55.9,43.6,56.8,51.8,62.1,56.8,56.7,5.2,43,2.2,159,3,273,2,214
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 02:00,-777.7,9.3,1,1,1,140,442,124,199,96,24.1,55.4,42.9,55.8,51.1,61.2,55.8,55.6,5,51,2.6,157,3,318,2,223
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 03:00,-777.7,10.1,1,1,1,170,410,133,186,102,24.1,55.4,42.3,54.9,49.3,60.1,54.9,54.6,4.8,55,2.7,169,3,355,2,197
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 04:00,-777.7,10.8,1,1,1,133,409,142,200,116,24.1,55,41.8,54.2,48.9,60.1,54.2,53.8,4.8,57,2.9,175,3,369,2,197
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 05:00,-777.7,11.3,1,1,1,167,408,156,181,87,23,55,41.5,53.8,48.4,59,53.8,53.4,4.6,62,2.7,184,3,349,2,211
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 06:00,-777.7,11.5,1,1,1,183,337,183,188,108,24.1,55,40.9,53.5,48,59,53.5,53,4.7,58,2.8,197,3,318,2,218
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 07:00,-777.7,10.8,1,1,1,258,233,189,184,136,23,54,40.3,54.2,48.2,60.1,54.2,53.8,5.3,59,3,126,3,383,2,197
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 08:00,0.1,8.1,1,1,1,229,236,172,211,152,23,55,40.6,57,51.8,63,57,56.9,5.7,57,3.2,101,3,342,2,230
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 09:00,0.6,5,1,1,1,256,242,185,176,142,21.9,55.2,40.7,60.6,55,66.9,60.6,60.6,6.2,65,3.1,109,3,339,2,198
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 10:00,1.7,2.9,1,1,1,224,275,184,177,140,21.9,55,40.8,63.7,57,71.1,63.7,63.7,6.1,67,2.1,110,3,229,2,180
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 11:00,3,1.9,1,1,1,222,277,190,168,143,19.9,55.4,40.9,66.1,59,73.9,66.1,66.1,6.3,237,0.6,92,7,169,3,161
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 12:00,3.5,1.4,1,1,1,251,291,184,143,130,21.2,55.9,41.8,67,60.1,75.9,67,67,7.7,251,4.7,84,7,353,6,233
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 13:00,3.4,1.4,1,1,1,236,281,187,144,153,24.1,55.9,43.1,67,60.1,75.9,67,67,9.5,252,7.3,21,7,481,6,291
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 14:00,2.7,1.6,1,1,1,203,271,185,172,169,25,56.7,44.3,66.2,60.1,75,66.1,66.1,10.6,254,8.7,7,7,554,6,291
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 15:00,2.1,2,1,1,1,188,255,208,177,172,28,57,45.3,65.1,59,73,65.1,65.1,10.9,258,9.1,4,7,630,6,230
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 16:00,1.4,2.8,1,1,1,222,256,192,152,178,28.9,57,46.2,63.6,57.9,71.1,63.6,63.6,10.4,261,8.8,7,7,662,6,194
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 17:00,0.6,4.2,1,1,1,237,230,217,132,183,30.9,57.4,47.2,61.4,57,66.9,61.4,61.4,9.2,262,7.5,11,7,592,6,203
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 18:00,0.4,4.8,1,1,1,228,293,190,124,165,32,57.9,47.5,60.6,55.9,66,60.6,60.6,8.2,266,6.3,30,7,509,6,228
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 19:00,0.3,5.1,1,1,1,217,373,161,118,131,30,57.2,47.3,60.2,55.6,64.9,60.2,60.2,7,271,4.8,63,7,426,6,202
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 20:00,0.3,5.3,1,1,1,189,426,133,124,128,27,57.9,46.3,59.9,55.4,64.4,59.9,59.9,6.2,284,3.3,100,7,289,6,179
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 21:00,0.2,5.8,1,1,1,173,459,122,110,135,26.1,57.9,45.8,59.4,55,64.4,59.4,59.4,5.5,314,1.5,131,1,169,7,165
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 22:00,0.1,6.4,1,1,1,163,458,149,130,100,26.1,57,45.3,58.7,54,63,58.7,58.7,5.2,349,1.2,170,3,154,1,143
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101123 23:00,0.1,6.7,1,1,1,160,461,142,132,105,25,57,44.5,58.4,53.6,63,58.4,58.4,5.6,22,1.6,148,3,220,2,157
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 00:00,0.1,7.6,1,1,1,147,431,160,156,106,24.1,55.9,43.8,57.5,52,62.6,57.5,57.5,5.6,43,2.2,119,3,294,2,166
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 01:00,0.1,8.6,1,1,1,132,429,170,186,84,24.1,55.9,43.3,56.5,51.8,62.1,56.5,56.4,5.3,44,2.3,158,3,282,2,215
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 02:00,-777.7,9.6,1,1,1,135,438,137,192,98,24.1,55.4,42.6,55.5,50,61,55.5,55.3,5.1,51,2.6,157,3,327,2,218
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 03:00,-777.7,10.4,1,1,1,170,414,138,181,97,23,55,42,54.6,48.9,60.1,54.6,54.3,4.9,55,2.6,163,3,356,2,188
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 04:00,-777.7,11.1,1,1,1,131,416,140,201,112,24.1,55,41.5,53.9,48.9,59,53.9,53.5,4.8,57,2.9,181,3,374,2,193
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 05:00,-777.7,11.6,1,1,1,167,408,161,179,85,23,54,41.1,53.5,48,59,53.5,53,4.7,62,2.7,188,3,351,2,215
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 06:00,-777.7,11.8,1,1,1,175,345,189,189,103,21.9,54,40.6,53.2,48,59,53.2,52.7,4.8,59,2.7,204,3,315,2,212
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 07:00,-777.7,11,1,1,1,248,250,188,185,130,21.9,54,40,54,48,59,54,53.5,5.3,58,2.9,128,3,374,2,202
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 08:00,0.1,8.4,1,1,1,227,257,168,202,145,21.9,54.9,40.2,56.7,51.1,62.6,56.7,56.6,5.7,57,3.2,99,3,350,2,235
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 09:00,0.6,5.3,1,1,1,251,263,180,167,139,21.9,55,40.4,60.3,55,66.2,60.3,60.3,6.3,65,3.1,98,3,352,2,196
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 10:00,1.6,3.1,1,1,1,222,283,178,171,147,21,55,40.6,63.4,57,71.1,63.4,63.4,6.2,66,2.1,110,3,217,2,180
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 11:00,2.8,2,1,1,1,222,290,183,158,147,19.4,55,40.6,65.9,59,73.4,65.9,65.8,6.4,244,0.5,89,7,165,3,156
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 12:00,3.4,1.5,1,1,1,256,298,175,132,139,21,55.8,41.5,66.8,60.1,75.2,66.8,66.8,7.8,251,4.7,77,7,361,6,227
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 13:00,3.2,1.5,1,1,1,249,290,175,135,151,23,55.9,42.8,66.7,60.1,75,66.7,66.7,9.5,252,7.3,21,7,477,6,289
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 14:00,2.6,1.7,1,1,1,203,278,178,163,178,25,55.9,44.1,65.9,60.1,73.9,65.9,65.9,10.5,254,8.7,7,7,538,6,299
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 15:00,2,2.2,1,1,1,190,262,201,168,179,28,57,45,64.9,59,73,64.9,64.9,10.9,258,9,4,7,628,6,230
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 16:00,1.3,2.9,1,1,1,227,258,190,151,174,28.9,57,46,63.4,57.9,71.1,63.4,63.4,10.4,261,8.7,9,7,650,6,204
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 17:00,0.6,4.4,1,1,1,233,228,224,136,179,30.9,57,46.9,61.2,55.9,66.9,61.2,61.2,9.2,262,7.4,14,7,585,6,204
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 18:00,0.4,5,1,1,1,222,301,190,127,161,30.9,57.2,47.3,60.4,55.9,66,60.4,60.4,8.1,266,6.2,30,7,498,6,235
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 19:00,0.3,5.3,1,1,1,213,382,158,118,129,28.9,57.2,47.1,60,55.4,64.9,60,60,7,271,4.7,65,7,411,6,212
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 20:00,0.3,5.5,1,1,1,191,435,128,124,122,27,57.4,46.1,59.7,55,64.4,59.7,59.7,6.1,287,3.3,108,7,284,6,161
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 21:00,0.2,6,1,1,1,167,464,128,115,126,26.1,57.2,45.5,59.2,55,64,59.2,59.2,5.5,318,1.5,124,1,171,7,160
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 22:00,0.1,6.6,1,1,1,153,464,146,128,109,26.1,57,45,58.5,54,63,58.5,58.5,5.4,353,1.2,154,3,162,2,152
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101124 23:00,0.1,7,1,1,1,148,473,146,123,110,25,57,44.1,58.2,53.6,63,58.2,58.1,5.7,19,1.7,142,3,222,1,153
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 00:00,0.1,7.8,1,1,1,145,443,167,140,104,24.1,55.9,43.4,57.3,52,62.1,57.3,57.2,5.6,41,2.3,114,3,301,2,164
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 01:00,0.1,8.8,1,1,1,132,441,180,173,75,23,55.4,42.8,56.2,51.1,61,56.2,56.1,5.3,43,2.4,149,3,286,2,217
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 02:00,-777.7,9.8,1,1,1,131,454,140,183,92,24.1,55,42.3,55.2,50,61,55.2,55,5.2,52,2.7,148,3,331,2,231
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 03:00,-777.7,10.7,1,1,1,166,432,136,175,91,23,55,41.6,54.3,48.9,60.1,54.3,54,4.9,54,2.8,160,3,357,2,206
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 04:00,-777.7,11.4,1,1,1,124,429,138,201,108,24.1,54,41.1,53.7,48.9,59,53.7,53.2,4.9,56,3,181,3,370,2,206
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 05:00,-777.7,11.8,1,1,1,159,426,159,177,78,23,54,40.7,53.2,48,59,53.2,52.7,4.8,62,2.8,177,3,354,2,226
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 06:00,-777.7,12.1,1,1,1,168,366,182,182,103,21.9,53.6,40.1,53,48,59,53,52.4,4.9,59,2.8,191,3,326,2,220
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 07:00,-777.7,11.3,1,1,1,233,254,192,185,136,21.9,53.6,39.6,53.7,48,59,53.7,53.2,5.4,58,3,124,3,365,2,211
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 08:00,0.1,8.6,1,1,1,230,257,180,195,139,21.9,54,39.8,56.5,51.1,62.1,56.5,56.3,5.8,57,3.3,92,3,350,2,242
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 09:00,0.5,5.5,1,1,1,248,267,175,166,144,21.9,55,40,60,55,66.2,60,60,6.3,65,3.3,98,3,363,2,204
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 10:00,1.5,3.3,1,1,1,219,287,175,168,152,21,55,40.3,63.2,57,70,63.2,63.2,6.3,64,2.2,107,3,225,2,190
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 11:00,2.8,2.1,1,1,1,219,290,186,158,147,19.4,55,40.2,65.7,59,73.9,65.7,65.7,6.4,244,0.3,92,7,161,3,156
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 12:00,3.4,1.6,1,1,1,249,296,179,137,139,21,55,41.1,66.8,60.1,75.9,66.8,66.7,7.6,251,4.3,82,7,354,6,209
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 13:00,3.3,1.6,1,1,1,252,294,173,133,148,23,55.9,42.4,66.7,60.1,75.9,66.7,66.7,9.3,252,7.1,21,7,477,6,277
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 14:00,2.6,1.8,1,1,1,203,284,174,156,183,25,55.9,43.7,65.9,59,75,65.9,65.9,10.4,254,8.5,9,7,536,6,294
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 15:00,2.1,2.3,1,1,1,190,266,201,163,179,28,55.9,44.7,64.8,59,73,64.8,64.8,10.7,257,8.9,7,7,626,6,230
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 16:00,1.4,3.1,1,1,1,233,266,186,145,170,28.9,57,45.7,63.3,57.9,71.1,63.3,63.3,10.3,261,8.6,9,7,648,6,204
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 17:00,0.6,4.5,1,1,1,246,237,217,128,172,30.9,57,46.7,61.1,55.9,66.9,61.1,61.1,9.1,262,7.3,11,7,566,6,223
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 18:00,0.4,5.1,1,1,1,224,310,181,124,161,30.9,57,47.1,60.3,55.9,66,60.3,60.3,8,265,6.1,30,7,486,6,250
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 19:00,0.3,5.4,1,1,1,219,381,158,115,126,28.9,57,46.8,59.9,55.4,64.9,59.9,59.9,6.9,271,4.6,70,7,401,6,210
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 20:00,0.3,5.6,1,1,1,193,431,128,128,119,27,57,45.8,59.6,55,64.4,59.6,59.6,6,288,3.1,110,7,272,6,168
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 21:00,0.2,6.1,1,1,1,166,456,130,124,124,25,57,45.1,59.1,54,64,59.1,59.1,5.5,326,1.3,122,1,167,7,158
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 22:00,0.1,6.8,1,1,1,157,464,143,132,104,26.1,57,44.6,58.4,53.6,63,58.4,58.3,5.4,2,1.2,146,2,169,3,166
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101125 23:00,0.1,7.1,1,1,1,157,476,141,123,103,24.8,55.9,43.7,58,53.6,63,58,58,5.7,26,1.7,137,3,237,1,158
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101126 00:00,0.1,8,1,1,1,152,455,156,140,97,24.1,55.6,43,57.1,52,62.1,57.1,57,5.5,43,2.5,114,3,307,2,178
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101126 01:00,0.1,8.9,1,1,1,139,450,168,170,73,23,55,42.4,56.1,51.1,61,56.1,56,5.3,46,2.5,146,3,293,2,223
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101126 02:00,-777.7,10,1,1,1,133,461,142,177,87,24.1,55,41.8,55.1,50,61,55.1,54.8,5.2,53,2.8,152,3,336,2,223
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101126 03:00,-777.7,10.9,1,1,1,164,443,136,170,86,23,54,41.2,54.1,48.9,60.1,54.1,53.7,4.9,57,2.9,164,3,365,2,211
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101126 04:00,-777.7,11.5,1,1,1,124,438,138,197,103,23,54,40.6,53.5,48.9,59,53.5,53,4.9,58,3.2,169,3,374,2,223
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101126 05:00,-777.7,12,1,1,1,168,432,156,172,71,21.9,54,40.3,53.1,48,59,53.1,52.6,4.9,62,3,165,3,365,2,232
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101126 06:00,-777.7,12.2,1,1,1,167,364,185,183,101,21.9,53.6,39.7,52.8,48,59,52.8,52.2,4.9,61,3.1,171,3,331,2,249
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101126 07:00,-777.7,11.5,1,1,1,226,251,187,194,143,21.2,53.6,39.1,53.5,48,59,53.5,53,5.4,59,3.2,119,3,360,2,225
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101126 08:00,0.1,8.8,1,1,1,223,248,184,200,145,21,53.6,39.4,56.2,51.1,62.1,56.2,56.1,5.7,58,3.4,83,3,350,2,262
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT CA US,20101126 09:00,0.5,5.7,1,1,1,251,260,180,171,139,21,54,39.7,59.8,54,66.2,59.8,59.8,6.2,67,3.3,98,3,363,2,209
