"artistURI","sourceURL","provenance","galleryLabel","title","imageURL","birthDate","deathDate","creationDate","dimensions","materialsURI","materials","provenanceTypeURI","galleryLabelTypeURI","nationalityURI","nationality","artistAppellationURI","artistFirstLast","creditLine"
"","
            http://www.imamuseum.org/art/collections/artwork/portrait-medallion-louise-hartshorne-moore-scudder-janet
        ","","","Portrait Medallion (Louise Hartshorne Moore)","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/9a/9af6f260-b989-4b9c-bf75-e1e2a90b0285.jpg
        ","","","1901","H: 4 1/2 in. W: 3 in.","","silver","","","","American","","","Gift of the Artist"
"","http://www.imamuseum.org/art/collections/artwork/wyoming-desert-riess-wilhelm-j","","","Wyoming Desert","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a8/a8ecfc39-f6a6-49a8-bdad-7a6ad8e89e44.jpg
        ","","","1908","36 x 47 in.","","oil on canvas","","","","American","","","Gift of the Lyra Casino Club"
"","
            http://www.imamuseum.org/art/collections/artwork/portrait-jules-bastien-lepage-saint-gaudens-augustus
        ","","","Portrait of Jules Bastien-Lepage","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/7e/7e981619-764b-4320-af02-7d1e0fcd1692.jpg
        ","","","1880-1880","14 1/2 x 10 1/2 in.","","Bronze Relief","","","","American","","","Gift of Mrs. Saint-Gaudens"
"","http://www.imamuseum.org/art/collections/artwork/balcony-rush-olive","","","On the Balcony","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/7e/7ec1e932-637b-4209-932d-03319ae5acb8.jpg
        ","","","","32 1/4 x 26 in.","","oil on canvas","","","","American","","","John Herron Fund"
"","http://www.imamuseum.org/art/collections/artwork/fruit-still-life-cox-jacob","","","Fruit Still Life","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f6/f60bf99d-f852-43a5-b6c0-47b7d231dfe0.jpg
        ","","","","31 x 40 in.","","oil on canvas","","","","American","","","Gift of Mrs. George Hume"
"","http://www.imamuseum.org/art/collections/artwork/gramercy-park-new-york-howell-felicie","","","Gramercy Park, New York","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/21/21d4ce5c-35f3-4acd-940c-304934c90161.jpg
        ","","","1920","30 x 24 in.","","oil on canvas","","","","","","","Gift of Friends of American Art"
"","http://www.imamuseum.org/art/collections/artwork/ice-bound-vessels-mulhaupt-frederick-john
        ","","","Ice Bound Vessels","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/0e/0e76e20c-8943-4346-bca2-6d6d192029e4.jpg
        ","","","about 1920","36 x 36 in.","","oil on canvas","","","","","","","Emma Harter Sweetser Fund"
"","http://www.imamuseum.org/art/collections/artwork/portrait-evans-woolen-david-k-rubins","","","Portrait of Evans Woolen","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f9/f9c218f3-8f61-4e80-bc74-084f420af6ed.jpg
        ","","","1944-1944","55 in.","","","","","","American","","","James V. Sweetser Fund"
"","http://www.imamuseum.org/art/collections/artwork/portrait-paul-peckham-peckham-lewis","","James Peale's likeness of Revolutionary War officer Thomas Humphrey Cushing is typical of his best
            technique. Peale passed his skills on to his daughter Anna whose portrait is similar to her father's natural
            flesh tones and firm drawing style.
            Miniature portraits have been used as mementos since ancient times.
        ","Portrait of Paul Peckham","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/34/3462ec43-7315-4544-942a-97cc2f6f9a4b.jpg
        ","","","about 1810-1820","1 3/4 x 1 in.","","watercolor on ivory","","","","","","","Gift of Miss Mary Peckham and her sister"
"","http://www.imamuseum.org/art/collections/artwork/self-portrait-peckham-lewis-0","","James Peale's likeness of Revolutionary War officer Thomas Humphrey Cushing is typical of his best
            technique. Peale passed his skills on to his daughter Anna whose portrait is similar to her father's natural
            flesh tones and firm drawing style.
            Miniature portraits have been used as mementos since ancient times.
        ","Self-Portrait","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f2/f28f09af-d8ef-4e06-8d70-cee787c8d4c1.jpg
        ","","","about 1810-1820","2 3/4 x 2 1/4 in.","","watercolor on ivory","","","","","","","Gift of Miss Mary Peckham and her sister"
"","http://www.imamuseum.org/art/collections/artwork/portrait-william-forsyth-forrest-f-stark","","","Portrait of William Forsyth","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/1c/1c1780cc-cf13-41dd-aa50-fc47b3fa223e.jpg
        ","","","","H: 13 in.","","","","","","American","","","James V. Sweetser Fund"
"","http://www.imamuseum.org/art/collections/artwork/reclining-nude-duveneck-frank","","","Reclining Nude","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/e3/e3f32084-493f-43a1-8688-0bbb0c715e78.jpg
        ","","","1892-1892","27 x 54 in.","","oil on canvas","","","","American","","","Gift of Josephine W. Duveneck"
"","http://www.imamuseum.org/art/collections/artwork/bust-horace-shonle-jr-elmer-h-daniels","","","Bust of Horace A. Shonle, Jr.","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/39/399f5211-c677-419a-8a71-ff9c2e5f6ea6.jpg
        ","","","","H: 11 1/4 in. (base 4 1/4)","","plaster","","","","American","","","Gift of Mrs. Horace A. Shonle"
"","http://www.imamuseum.org/art/collections/artwork/ohio-river-boat-","","","Ohio River Boat","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/2b/2b64fff2-ceb6-42c0-88bc-42f1882982c3.jpg
        ","","","1934-1934","35 3/4 x 29 7/8 in.","","egg emulsion on Masonite","","","","","","","Museum Accession"
"","
            http://www.imamuseum.org/art/collections/artwork/plaster-cast-bronze-bust-evans-woolen-david-k-rubins
        ","","","Plaster Cast of Bronze Bust of Evans Woolen","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/2d/2d00db8d-10dd-479a-8d62-50e786cea5e8.jpg
        ","","","","20 x 12 in.","","plaster","","","","American","","","Gift of Mr. David K. Rubins"
"","http://www.imamuseum.org/art/collections/artwork/scene-switzerland-james-f-gookins","","","Scene in Switzerland","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/51/5175bc44-0919-4e86-b06d-484a1ea91d7b.jpg
        ","","","1888","","","oil on canvas","","","","American","","","Estate of Magaret Ann Taylor, Indianapolis, Indiana"
"","http://www.imamuseum.org/art/collections/artwork/rocky-mountain-scene-wheeler-clifton","","","Rocky Mountain Scene","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/b4/b4617d7f-df91-4729-b0b6-19b9af86809e.jpg
        ","","","","36 x 28 in.","","oil on canvas","","","","American","","","Gift of the Sons of J. Ottis Adams"
"","http://www.imamuseum.org/art/collections/artwork/portrait-man-peale-anna-claypoole","The artist;...Mr. and Mrs. Paul Barton of Indianapolis circa 1960; IMA 1975","James Peale's likeness of Revolutionary War officer Thomas Humphrey Cushing is typical of his best
            technique. Peale passed his skills on to his daughter Anna whose portrait is similar to her father's natural
            flesh tones and firm drawing style.
            Miniature portraits have been used as mementos since ancient times.
        ","Portrait of a Man","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f7/f7ca1dcc-296d-4c06-83f2-4d6800f45e4c.jpg
        ","","","1828","3 1/16 x 2 1/4 in.","","watercolor on ivory","","","","","","","The Orville A. and Elma D. Wilkinson Fund"
"","http://www.imamuseum.org/art/collections/artwork/toledo-spain-afternoon-sun-brewster-anna-richards
        ","","","Toledo Spain, Afternoon Sun","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a0/a07f4700-0407-454a-8427-de664129f662.jpg
        ","","","1911-1911","6 1/4 x 8 1/2 in.","","oil on canvas mounted to layered board","","","","American","","","Gift of Neil D. Skinner"
"","http://www.imamuseum.org/art/collections/artwork/running-anchorage-chase-henry","","","Running for Anchorage","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/48/482aaa0a-a13b-4f16-9af8-2add7976efd7.jpg
        ","","","","30 x 25 in.","","oil on canvas","","","","American","","","Purchased by subscription"
"","http://www.imamuseum.org/art/collections/artwork/hill-and-hollow-lewis-h-meakin","","","Hill and Hollow","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/86/863ece6a-316a-48ed-8e6f-39c3a7cdc364.jpg
        ","","","about 1896","34 x 44 in.","","oil on canvas","","","","American","","","John Herron Fund"
"","http://www.imamuseum.org/art/collections/artwork/portrait-thomas-taggart-young-taggart-lucy-martha
        ","","","Portrait of Thomas Taggart Young","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/03/03760b49-328f-4f59-82bf-7086a7126af1.jpg
        ","","","1923","11 1/2 x 9 x 6 1/2 in. (w/o stand)","","","","","","","","","Gift of Eva Taggart Parsons"
"","http://www.imamuseum.org/art/collections/artwork/sea-gull-lachaise-gaston","","","Sea Gull","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/76/767f24de-f747-4ba9-98ff-76d5335c4e97.jpg
        ","","","1927","H: 6 in.","","brass","","","","","","","Gift of William George Sullivan"
"","http://www.imamuseum.org/art/collections/artwork/riverboat-donald-mattison","","","Riverboat","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/53/53d81839-57af-4644-bef0-ba8b142c769d.jpg
        ","","","1945","24 x 29 in.","","oil on canvas","","","","American","","","Daniel P. Erwin Fund"
"","http://www.imamuseum.org/art/collections/artwork/portrait-caroline-marmon-fesler-david-k-rubins
        ","","","Portrait of Caroline Marmon Fesler","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f5/f5a45c56-6890-4b97-8089-71141e91fe77.jpg
        ","","","1968","14 1/4 x 10 3/8 in.","","bronze relief","","","","American","","","Museum Accession"
"","http://www.imamuseum.org/art/collections/artwork/study-head-old-man-richards-samuel-g","","","Study Head (Old Man)","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/35/35f3448d-4540-48ba-959c-669576389359.jpg
        ","","","1883-1884","","","oil on canvas","","","","American","","","Gift of Mrs. Samuel Richards"
"","http://www.imamuseum.org/art/collections/artwork/old-peasant-woman-richards-samuel-g","","","Old Peasant Woman","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/1b/1b3136e5-2241-42e5-b466-aa579174a805.jpg
        ","","","about 1885","","","oil on canvas","","","","American","","","Gift of Mrs. Samuel Richards"
"","http://www.imamuseum.org/art/collections/artwork/study-head-bearded-man-richards-samuel-g","","","Study Head (Bearded Man)","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/13/133eb1b7-fdfb-4524-9b7f-675a1971f894.jpg
        ","","","1883-1884","","","oil on canvas","","","","American","","","Gift of Mrs. Samuel Richards"
"","http://www.imamuseum.org/art/collections/artwork/chief-flat-iron-sioux-sharp-joseph-henry","","","Chief Flat Iron, Sioux","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/ba/ba1b3220-e0db-4e0c-b29b-82f491e7b1f7.jpg
        ","","","","","","oil on canvas","","","","American","","","John Herron Fund"
"","http://www.imamuseum.org/art/collections/artwork/brandywine-laer-alexander-theobald-van","","","On The Brandywine","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/b3/b3fb8298-7199-4963-9078-ef16f473b4dc.jpg
        ","","","","","","oil on canvas","","","","American","","","Gift of Miss Louise Bybee"
"","http://www.imamuseum.org/art/collections/artwork/street-scene-ullman-eugene-paul","","","Street Scene","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/48/48333144-ce05-4077-a1e6-bba60232899a.jpg
        ","","","","","","oil on panel","","","","American","","","Gift of Mrs. William A. Words"
"","http://www.imamuseum.org/art/collections/artwork/munich-girl-tc-steele","","","Munich Girl","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/aa/aa79688e-79a8-4496-a480-3d14efd81c6c.jpg
        ","","","1884-1884","","","oil on canvas","","","","American","","","Gift of Mr. and Mrs. Alpheus Snow in memory of Mr. and Mrs. John M. Butler"
"","http://www.imamuseum.org/art/collections/artwork/scene-wabash-near-pipe-creek-winter-george
        ","Collection of Judge Biddle, Logansport and John B. Elam, Indianapolis, Indiana; Mr. Harvey Elam;
            given to the Indianapolis Museum of Art in 1920.
        ","Here, a group of Potawatomi Indians gather next to the Wabash River.  The figures are posed in a
            casual setting, reflecting Winter's goal to record the daily life and customs of these people.
            Winter was born in England and came to America in 1830 to study in New York.  In 1837 he moved to
            Logansport, Indiana.
        ","Scene on the Wabash (near Pipe Creek)","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/99/9915d50b-09c9-4009-b440-cc16daf518a6.jpg
        ","","","probably 1840s","","","oil on canvas","","","","American","","","Gift of Harvey Elam"
"","http://www.imamuseum.org/art/collections/artwork/monarch-beech-bundy-john-elwood","","","Monarch Beech","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/bb/bbac6d3a-de19-491f-a5f2-4365a69efd48.jpg
        ","","","","","","oil on canvas","","","","American","","","Gift of the Benjamin Harrison School"
"","http://www.imamuseum.org/art/collections/artwork/apache-phillips-bert-greer","","","Apache","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/5f/5f67432b-de79-405b-b542-02e0ae2d1a58.jpg
        ","","","","","","oil on canvas","","","","American","","","Bequest of Delavan Smith"
"","http://www.imamuseum.org/art/collections/artwork/study-hat-ketcham-susan-merrill","","","Study of a Hat","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/64/64113803-39e6-4c3e-9f91-5387d6c8da44.jpg
        ","","","1889","","","oil on canvas","","","","American","","","Gift to the Art School by Susan M. Ketcham"
"","http://www.imamuseum.org/art/collections/artwork/family-picnic-grabach-john-r","","","Family Picnic","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/4d/4d7f323d-1d08-47d4-b2a0-c07af18cf6aa.jpg
        ","","","1927-1927","","","oil on canvas","","","","American","","","Delavan Smith Fund"
"","http://www.imamuseum.org/art/collections/artwork/san-gimignano-lucioni-luigi","","","San Gimignano","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/61/61440b19-9216-41d2-8136-4a1f8905b023.jpg
        ","","","1929-1929","","","oil on wood panel","","","","American","","","Gift of the Gamboliers"
"","http://www.imamuseum.org/art/collections/artwork/portrait-edward-loftus-stuart-gilbert","","","Portrait of Edward Loftus","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/9e/9eadbc97-51be-4765-9a91-d65b52edab8d.jpg
        ","","","about 1790","","","oil on canvas","","","","American","","","Gift of the Friends of American Art"
"","http://www.imamuseum.org/art/collections/artwork/portrait-booth-tarkington-betts-louis","","","Portrait of Booth Tarkington","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/e2/e26e4ee6-e49a-4e2a-8578-8e0b7e382037.jpg
        ","","","1941","","","oil on canvas","","","","American","","","Gift of the Artist"
"","http://www.imamuseum.org/art/collections/artwork/meadow-inness-george","","","In the Meadow","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/c6/c6d72055-3077-408e-a12b-79cff805b8e8.jpg
        ","","","","","","oil on canvas","","","","American","","","Gift of Mrs. Charles C. Kryter in memory of Mr. Kryter"
"","http://www.imamuseum.org/art/collections/artwork/mixed-bouquet-pittman-hobson","","","Mixed Bouquet","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/8a/8a5028af-dc44-48cd-ae36-cbf783117f5d.jpg
        ","","","","","","oil on canvas","","","","American","","","James V. Sweetser Fund"
"","
            http://www.imamuseum.org/art/collections/artwork/portrait-william-henry-harrison-morse-samuel-finley-breese
        ","","","Portrait of William Henry Harrison","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/e0/e004547b-3322-45d6-aa61-0d02825c6c2e.jpg
        ","","","","","","oil on canvas","","","","American","","","James E. Roberts Fund"
"","http://www.imamuseum.org/art/collections/artwork/december-mists-henry-r-macginnis","","","December Mists","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/0c/0cbc6a61-7699-4736-b922-62a38f759162.jpg
        ","","","","","","oil on canvas","","","","American","","","Gift of Henry R. MacGinnis"
"","http://www.imamuseum.org/art/collections/artwork/vice-admiral-edward-hughes-stuart-gilbert
        ","","","Vice-Admiral Edward Hughes","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/95/956826b2-c544-43fa-89b2-f66045cdde89.jpg
        ","","","","","","oil on canvas","","","","American","","","Gift of Mrs. Booth Tarkington"
"","http://www.imamuseum.org/art/collections/artwork/thornberrys-pasture-adams-john-ottis","Owned by Winifred Brady Adams (wife of the artist); given to the museum by the sons of the artist
        ","In this landscape Adams pursues the impressionist goal of capturing the light and atmosphere of a
            specific moment.
            Thornberry's Pasture is in Brooklyn, Indiana a few miles southwest of Indianapolis.
            Adams was the first painting instructor at the John Herron Art Institute.
        ","Thornberry's Pasture","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/30/30202287-7aec-42e3-98ea-e73e974bf5bb.jpg
        ","","","1904","35 1/2 x 23 in. (framed)","","oil on canvas","","","","American","","","Gift of Robert Brady Adams, John Alban Adams, and Edward W. Adams"
"","http://www.imamuseum.org/art/collections/artwork/young-woman-metcalf-willard-leroy","","","A Young Woman","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/8a/8abb1bf7-c3db-46be-8afe-8c4715a2cbe3.jpg
        ","","","1893","","","oil on canvas","","","","American","","","Gift of Mrs. Wood L. Wilson"
"","http://www.imamuseum.org/art/collections/artwork/circus-poster-robert-weaver","","","Circus Poster","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/91/9131dff5-76b5-497f-bdf2-e6115b88a43d.jpg
        ","","","","","","oil on Masonite","","","","American","","","Daniel P. Erwin Fund"
"","http://www.imamuseum.org/art/collections/artwork/blanche-sully-sully-thomas","","","Blanche Sully","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/ac/acb19223-415a-44c9-b39f-42d8e2846ac1.jpg
        ","","","1834","","","oil on canvas","","","","American","","","Gift of Mr. and Mrs. John Rauch"
"","http://www.imamuseum.org/art/collections/artwork/italian-roses-hilliard-william-henry","","Hilliard was a versatile painter of portraits, landscapes, still lifes and animals.
            The slightly unbalanced, casual arrangement of the flowers suggests Hilliard was aware of Japanese design.
            Hilliard came to Madison, Indiana from Auburn, New York at age twenty.  He arrived in Indianapolis ten years
            later and then went to Boston and Europe.
        ","Italian Roses","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/d7/d72f3f41-2193-49a7-aa2c-f3339f442f6c.jpg
        ","","","about 1871-1876","","","oil on canvas","","","","","","","Gift of Carl B. Shafer"
"","http://www.imamuseum.org/art/collections/artwork/landscape-near-lafayette-winter-george","","","Landscape near Lafayette","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/fb/fbd07b07-4be2-46cb-841d-a7e3c1080d14.jpg
        ","","","1850-1876","","","oil on canvas","","","","American","","","Gift of Eli Lilly"
"","http://www.imamuseum.org/art/collections/artwork/portrait-joel-barlow-robert-fulton","","","Portrait of Joel Barlow","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/4f/4fec36d3-d798-40c7-8af1-65ef1739046e.jpg
        ","","","1805","","","oil on canvas","","","","American","","","Gift of Mr. and Mrs. Eli Lilly"
"","http://www.imamuseum.org/art/collections/artwork/late-afternoon-dachau-moor-tc-steele","","","Late Afternoon, Dachau Moor","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/81/8128a85f-f2bd-4cf1-b2f6-eeb36fcef2ef.jpg
        ","","","1885-1885","","","oil on canvas","","","","American","","","Gift of Frank Churchman"
"","http://www.imamuseum.org/art/collections/artwork/portrait-thomas-lakin-tc-steele","","","Portrait of Thomas Lakin","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/00/00d4de9a-8d7d-4774-b510-bd85f874e086.jpg
        ","","","","","","oil on canvas","","","","American","","","Gift of Mrs. Edward L. Pedlow"
"","http://www.imamuseum.org/art/collections/artwork/education-trooper-brown-wyeth-newell-convers
        ","","","Education of Trooper Brown","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/3a/3a3537a8-64f7-4077-8b3b-97b16d4bedd9.jpg
        ","","","1906-1906","","","oil on canvas","","","","American","","","Gift of Dr. A. S. Roberts"
"","http://www.imamuseum.org/art/collections/artwork/carnival-donald-mattison","","","Carnival","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/8e/8e4413e0-5ea3-4c28-9d44-3f74d6811544.jpg
        ","","","1935-1935","","","oil on canvas","","","","American","","","Gift of Georgia Mattison Coxe"
"","
            http://www.imamuseum.org/art/collections/artwork/portrait-martha-wysor-marsh-and-son-john-edwin-adams-john-ottis
        ","","","Portrait of Martha Wysor Marsh and Son, John Edwin","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/78/78c151e0-1c29-4c1a-aff4-6e6e9e34042e.jpg
        ","","","1892-1892","","","oil on canvas","","","","American","","","Gift of Mrs. John C. Oesterle (Magaret Marsh Oesterle)"
"","http://www.imamuseum.org/art/collections/artwork/summer-morning-stark-otto","","","A Summer Morning","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/71/7116a207-f2bb-4519-b0e6-0ef2edd48357.jpg
        ","","","1909-1909","","","oil on canvas","","","","American","","","Gift of Miss Gretchen Stark"
"","
            http://www.imamuseum.org/art/collections/artwork/study-indian-buffalo-hunt-indians-wimar-charles-ferdinand
        ","","","Study for Indian in Buffalo Hunt by Indians","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/8e/8e4c64ef-e8a0-45fb-9298-a704c3d35737.jpg
        ","","","1861-1861","","","oil on paper mounted on canvas","","","","American","","","Gift of Mr. Jack A. Goodman"
"","http://www.imamuseum.org/art/collections/artwork/landscape-farmhouse-inness-george","","","Landscape with Farmhouse","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/5a/5a33c236-c1e2-4bd0-a352-a2a534c0ced8.jpg
        ","","","1876-1876","","","oil on canvas","","","","American","","","Gift of Mrs. Jack A. Goodman"
"","http://www.imamuseum.org/art/collections/artwork/hanging-moss-st-petersburg-adams-john-ottis
        ","","","Hanging Moss, St. Petersburg","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/69/694db22e-f224-4ac2-989c-e18ed03ccd22.jpg
        ","","","about 1914-1915","","","oil on canvas","","","","American","","","Gift of the Sons of J. Ottis Adams"
"","http://www.imamuseum.org/art/collections/artwork/night-central-park-rouland-orlando","","","A Night in Central Park","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/20/20435965-20eb-47f8-984e-ce357972f260.jpg
        ","","","about 1906","","","oil on panel","","","","American","","","Bequest in memory of Sara C. Allison by her daughter, Cornelia Allison Frazure"
"","http://www.imamuseum.org/art/collections/artwork/figure-study-old-man-adams-john-ottis","","","Figure Study (Old Man)","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/83/831a583c-45f6-488b-a575-82302e534463.jpg
        ","","","","","","oil on canvas","","","","American","","","Gift of the Sons of J. Ottis Adams"
"","http://www.imamuseum.org/art/collections/artwork/hot-sun-richardson-constance","","","Hot Sun","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/e9/e96c4225-ad9b-41d2-8fb1-cffce8d0c1b6.jpg
        ","","","1947","","","oil on canvas","","","","American","","","Gift of Kappa Kappa Kappa"
"","http://www.imamuseum.org/art/collections/artwork/saco-valley-inness-george","","","Saco Valley","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a2/a2a3ebbe-1048-42a7-96f9-2c6c2b619f45.jpg
        ","","","","","","oil on canvas","","","","American","","","Gift in memory of John P. Frenzel, Sr. by his heirs"
"","http://www.imamuseum.org/art/collections/artwork/untitled-bierstadt-albert","","","Untitled","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/9a/9af19196-e22e-4046-98ce-d2efb366fdf2.jpg
        ","","","","","","oil on canvas","","","","American","","","Gift of Mrs. Henry F. DeBoest"
"","http://www.imamuseum.org/art/collections/artwork/will-o-wisp-mess-george-jo","","","Will-O-The-Wisp","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/b9/b97730c0-87dd-4bd6-a790-2088cffc216f.jpg
        ","","","1955-1955","","","oil and Dev-o-lac on canvas board","","","","American","","","Gift of Evelynne Mess Daily"
"","http://www.imamuseum.org/art/collections/artwork/portrait-reverend-nathaniel-hyde-tc-steele
        ","","","Portrait of Reverend Nathaniel A. Hyde","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/18/18db4861-4d7e-4f94-b3c9-1f2beafdac65.jpg
        ","","","","","","oil on canvas","","","","American","","","John Herron Fund"
"","http://www.imamuseum.org/art/collections/artwork/young-girl-child-bouguereau-elizabeth-jane-gardner
        ","","","Young Girl with Child","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/91/914d84bf-af6f-40fe-89ea-4301585d3dd1.jpg
        ","","","after 1905","","","oil on canvas","","","","American","","","Gift of the Children of Lorena Hunter Zimmer"
"","http://www.imamuseum.org/art/collections/artwork/landscape-figures-glessing-thomas-b","Purchased from the parents of Mr. and Mrs. Stuart Wilbur circa 1961 in the Midwest; sold to the
            museum by Mrs. Stuart Wilbur in 1991
        ","The subject of this painting resembles a nativity scene with Mary, baby Jesus, and Joseph in a
            landscape setting.
            Glessing was a painter of theatrical scenery and landscapes.
            When this scene was painted, the artist was in Indianapolis decorating the Metropolitan Theatre, which later
            became the Park.
        ","Landscape with Figures","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/44/442f9d8a-1b84-46a6-8434-c3bab96e686b.jpg
        ","","","1859","","","oil on canvas","","","","","","","Miscellaneous Painting Fund"
"","http://www.imamuseum.org/art/collections/artwork/studio-majors-william","","","In the Studio","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/17/17d25f79-e34f-4e35-aa2b-6f7471f81083.jpg
        ","","","1966","","","oil on canvas","","","","American","","","Gift of the National Coalition of 100 Black Women, Indianapolis Chapter"
"","http://www.imamuseum.org/art/collections/artwork/reading-lady-deck-chair-stillson-blanche","","","Reading (Lady on a Deck Chair)","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/46/4616be87-3b58-4e51-b32b-95a754df6123.jpg
        ","","","","","","oil on canvas","","","","American","","","Gift of Dr. Steven Conant in honor of Joan D. Weisenberger"
"","http://www.imamuseum.org/art/collections/artwork/portrait-delight-sweetser-clark-virginia-keep
        ","","","Portrait of Delight Sweetser","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/3d/3d9802d0-52b2-4e04-85a3-00fa6515fce3.jpg
        ","","","about 1900","14 13/16 x 11 7/16 in.","","charcoal with touches of red chalk on off-white paper","","","","","","","Bequest of Eleanor Harter McFarland of Kalamazoo, Michigan, a former resident of Indianapolis, who
            studied at the Herron School of Art
        "
"","
            http://www.imamuseum.org/art/collections/artwork/landscape-cows-and-hillside-gruelle-richard-buckner
        ","","","Landscape with Cows and Hillside","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/10/10c18c30-8ad9-43f9-8783-896d3097a09c.jpg
        ","","","1892","","","watercolor on white paper","","","","American","","","Bequest of Eleanor Harter McFarland of Kalamazoo, Michigan, a former resident of Indianapolis, who
            studied at the Herron School of Art
        "
"","http://www.imamuseum.org/art/collections/artwork/gray-day-normandy-aldrich-george-ames","","","Gray Day in Normandy","
            http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/42/4259e2c2-8af1-4cf5-a02a-f1ffc17b18a3.jpg
        ","","","about 1910","","","oil on canvas","","","","American","","","Gift of Allen B. Schroeder"
