,column_name,el_dist,jc_name,jc_num,jc_text,ks_num,mw_hist,semantic_type,target,test_name,tf_text,truth,prob
16,s25-s-oakland-museum-paintings!Subtype_of_Art,0.0,0.0,0.0,0.0,0.0,1.27378869223e-43,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
82,s20-s-lacma!Artist_Name,0.0,0.0,0.0,0.0,0.0,1.69490726136e-52,E82_Actor_Appellation---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
74,s23-s-national-portrait-gallery!Artist,0.0,0.0,0.0,0.0,0.0,3.59065836357e-31,E82_Actor_Appellation---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
23,s28-wildlife-art!Maker,0.0,0.0,0.0,0.0,0.0,2.22529378212e-53,E82_Actor_Appellation---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
6,s24-s-norton-simon!nationality,0.0,0.0,0.0,0.0,0.0,3.20153231223e-49,E74_Group---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
71,s28-wildlife-art!How Acquired?,0.0,0.0,0.0,0.0,0.0,6.80240449498e-53,E8_Acquisition---P3_has_note,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
84,s29-gilcrease!Attribution,0.0,0.0,0.0,0.0,0.0,1.90389458897e-43,E82_Actor_Appellation---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
70,s26-s-san-francisco-moma!collection,0.0,0.0,0.0,0.0,0.0,0.0,E78_Collection---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
65,s26-s-san-francisco-moma!artistName,0.0,0.0,0.0,0.0,0.0,1.66042582504e-30,E82_Actor_Appellation---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
24,s27-s-the-huntington!name,0.0,0.0,0.0,0.0,0.0,1.67729618127e-26,E82_Actor_Appellation---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
55,s28-wildlife-art!Materials,0.0,0.0,0.0,0.0,0.0,7.99816727029e-53,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
42,s28-wildlife-art!Title,0.0,0.0,0.0,0.0,0.0,2.22529378212e-53,E35_Title---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
39,s23-s-national-portrait-gallery!Classification,0.0,0.0,0.0,0.0,0.0,0.0,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
38,s21-s-met!classification,0.0,0.0,0.0,0.0,0.0,3.55559800992e-51,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
51,s28-wildlife-art!Category,0.0,0.0,0.0,0.0,0.0,3.46132094441e-53,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
52,s27-s-the-huntington!medium,0.0,0.0,0.0,0.0,0.0,4.51473484101e-24,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
53,s28-wildlife-art!Owner,0.0,0.0,0.0,0.0,0.0,6.55099255693e-53,E40_Legal_Body---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
31,s23-s-national-portrait-gallery!Medium,0.0,0.0,0.0,0.0,0.0,1.16194821382e-44,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
66,s27-s-the-huntington!description,0.0,0.0,0.0,0.0,0.0,2.07770266415e-53,E22_Man-Made_Object---P3_has_note,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
60,s21-s-met!nationality,0.0,0.0,0.0,0.0,0.0,5.38654498079e-53,E74_Group---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
61,s24-s-norton-simon!artist,0.0,0.0,0.0,0.0,0.0,1.0774515806e-34,E82_Actor_Appellation---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
30,s26-s-san-francisco-moma!nationality,0.0,0.0,0.0,0.0,0.0,2.64952400495e-47,E74_Group---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
63,s22-s-moca!name,0.0,0.0,0.0,0.0,0.0,1.31352803383e-30,E82_Actor_Appellation---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
29,s29-gilcrease!Medium,0.0,0.0,0.0,0.0,0.0,1.06585451732e-38,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
1,s25-s-oakland-museum-paintings!Type_of_Art,0.0,0.0,0.0,0.0,0.0,0.0,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
0,s29-gilcrease!Object Name,0.0,0.0,0.0,0.0,0.0,5.2727404819e-36,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!sourceURL,0.0,E22_Man-Made_Object---dev#classLink,0.157585507627
80,s21-s-met!dimensions,0.319968448516,1.0,0.11009680875,0.0,1.26569429401e-32,2.66323152823e-36,E54_Dimension---P3_has_note,True,s19-s-indianapolis-artworks!dimensions,0.477209729343,E54_Dimension---P3_has_note,0.994833715496
14,s29-gilcrease!Dimensions,0.298199183767,0.8,0.158561643836,0.0,1.32579317488e-14,8.13304995808e-06,E54_Dimension---P3_has_note,True,s19-s-indianapolis-artworks!dimensions,0.477964274448,E54_Dimension---P3_has_note,0.988407406807
73,s25-s-oakland-museum-paintings!Dimensions,0.288814856119,0.8,0.0810849441873,0.0,5.63546021765e-36,2.60647446304e-33,E54_Dimension---P3_has_note,True,s19-s-indianapolis-artworks!dimensions,0.461533182708,E54_Dimension---P3_has_note,0.983838105463
18,s22-s-moca!Dimensions,0.409196711835,0.8,0.0301165409905,0.0115925932353,8.85369230828e-27,5.98901969884e-12,E54_Dimension---P3_has_note,True,s19-s-indianapolis-artworks!dimensions,0.485517603085,E54_Dimension---P3_has_note,0.982120327151
4,s23-s-national-portrait-gallery!Dimension,0.304140022149,0.636363636364,0.120444718962,0.0,3.50309862331e-37,3.64359618518e-06,E54_Dimension---P3_has_note,True,s19-s-indianapolis-artworks!dimensions,0.474297168936,E54_Dimension---P3_has_note,0.970140673163
40,s26-s-san-francisco-moma!dimensions,0.23944691975,1.0,0.0439292625863,0.0,0.00686005124805,1.90550697137e-27,E54_Dimension---P3_has_note,True,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.969446689005
21,s27-s-the-huntington!dimensions_inch,0.226104007028,0.533333333333,0.128949000704,0.0252138902869,2.15057969418e-26,6.14989280841e-31,E54_Dimension---P3_has_note,True,s19-s-indianapolis-artworks!dimensions,0.474560490056,E54_Dimension---P3_has_note,0.953083670151
58,s28-wildlife-art!Measurements,0.276444223892,0.166666666667,0.366141732283,0.0,0.00104728004461,7.14943095062e-33,E54_Dimension---P3_has_note,True,s19-s-indianapolis-artworks!dimensions,0.462247872226,E54_Dimension---P3_has_note,0.881259204003
45,s24-s-norton-simon!dim,0.261809489863,0.2,0.174630360178,0.0,1.0235921531e-11,5.54277715654e-34,E54_Dimension---P3_has_note,True,s19-s-indianapolis-artworks!dimensions,0.480113912053,E54_Dimension---P3_has_note,0.821809338216
35,s29-gilcrease!Description,0.346483442031,0.111111111111,0.00317253520669,0.0,1.65929193662e-21,0.667882514294,E22_Man-Made_Object---P3_has_note,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.734809801449
85,s25-s-oakland-museum-paintings!Inscription,0.483130325332,0.176470588235,0.00744350228293,0.0,9.07646916995e-72,3.24281670348e-18,E34_Inscription---P3_has_note,False,s19-s-indianapolis-artworks!dimensions,0.419624679442,E54_Dimension---P3_has_note,0.646272647718
86,s27-s-the-huntington!death_date,0.618978552025,0.0,0.0,0.0,1.48762443374e-80,0.693516975497,E52_Time-Span---P82_at_some_time_within,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.631117384559
61,s24-s-norton-simon!artist,0.0,0.0,0.0,0.0,0.0,0.671268463274,E82_Actor_Appellation---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.614438616218
75,s20-s-lacma!Artwork_Details,0.46579784934,0.0434782608696,0.00595723014257,0.0,2.7640046359e-06,5.13811277558e-33,E22_Man-Made_Object---P3_has_note,False,s19-s-indianapolis-artworks!dimensions,0.453221821766,E54_Dimension---P3_has_note,0.511539419268
32,s27-s-the-huntington!birth_date,0.619224993106,0.0,0.0,0.0,1.168129721e-80,0.491631338526,E52_Time-Span---P82_at_some_time_within,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.473202611087
69,s26-s-san-francisco-moma!birthYear,0.644982920383,0.0,0.0,0.0,2.60807100861e-82,0.280330952229,E52_Time-Span---P82_at_some_time_within,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.313965518599
9,s21-s-met!medium,0.00384024577573,0.153846153846,0.0,0.0,0.000392557905416,4.30961089731e-16,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.286716485576
52,s27-s-the-huntington!medium,0.0,0.153846153846,0.0,0.0,0.0,6.91926980914e-11,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.286696367986
37,s23-s-national-portrait-gallery!AquisitionDate,0.549297208918,0.15,0.0,0.0,1.57624718155e-60,0.00463342850532,E52_Time-Span---P82_at_some_time_within,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.285811040264
39,s23-s-national-portrait-gallery!Classification,0.0,0.15,0.0,0.0,0.0,0.0,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.282802194372
38,s21-s-met!classification,0.0,0.15,0.0,0.0,0.0,2.92161840185e-27,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.282802194372
30,s26-s-san-francisco-moma!nationality,0.0,0.117647058824,0.0,0.0,0.0,1.85988710652e-17,E74_Group---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.251346981658
78,s27-s-the-huntington!nationality,0.0,0.117647058824,0.0,0.0,0.0,3.563779786e-33,E74_Group---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.251346981658
60,s21-s-met!nationality,0.0,0.117647058824,0.0,0.0,0.0,1.13224461532e-34,E74_Group---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.251346981658
70,s26-s-san-francisco-moma!collection,0.0,0.117647058824,0.0,0.0,0.0,0.0,E78_Collection---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.251346981658
6,s24-s-norton-simon!nationality,0.0,0.117647058824,0.0,0.0,0.0,9.96109976802e-25,E74_Group---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.251346981658
33,s28-wildlife-art!Description,0.188206863219,0.111111111111,0.0,0.0,0.019784918433,7.14943095062e-33,E22_Man-Made_Object---P3_has_note,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.24620133708
84,s29-gilcrease!Attribution,0.0,0.111111111111,0.0,0.0,0.0,1.24134554405e-10,E82_Actor_Appellation---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.24528236898
66,s27-s-the-huntington!description,0.0,0.111111111111,0.0,0.0,0.0,1.87364518853e-38,E22_Man-Made_Object---P3_has_note,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.245282368907
5,s23-s-national-portrait-gallery!Description,0.492940969369,0.111111111111,0.0,0.0,3.46138826502e-27,4.91225093579e-17,E21_Person---P3_has_note,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.245282368907
36,s21-s-met!dateOfEndOfCreation,0.5963423034,0.0833333333333,0.0323427379525,0.0,5.51484577525e-76,2.01909490987e-16,E52_Time-Span---P82b_end_of_the_end,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.24161316955
72,s26-s-san-francisco-moma!credit,0.0451656368241,0.0714285714286,0.0481168076987,0.0,7.57839661605e-21,1.97902075024e-08,E8_Acquisition---P3_has_note,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.24132948795
54,s21-s-met!dateOfStartOfCreation,0.586553755016,0.0769230769231,0.0321151924038,0.0,5.9559668739e-76,3.78487344521e-17,E52_Time-Span---P82a_begin_of_the_begin,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.235672269259
26,s23-s-national-portrait-gallery!CreditLine,0.168144135865,0.0555555555556,0.0,0.0,2.40243397028e-16,0.0475869952215,E8_Acquisition---P3_has_note,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.223003605581
63,s22-s-moca!name,0.0,0.0833333333333,0.0,0.0,0.0,5.22386151613e-05,E82_Actor_Appellation---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.220653959807
24,s27-s-the-huntington!name,0.0,0.0833333333333,0.0,0.0,0.0,2.1236229948e-09,E82_Actor_Appellation---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.220625292795
28,s22-s-moca!Process,0.213882375222,0.0666666666667,0.0147613332817,0.0,1.73969650689e-10,1.38874765165e-08,E12_Production---P3_has_note,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.215692352459
3,s22-s-moca!image,0.48180042331,0.0769230769231,0.0,0.0,1.9573546891e-82,1.11978893014e-14,E38_Image---dev#classLink,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.215194488801
15,s25-s-oakland-museum-paintings!Credit,0.0115761583552,0.0714285714286,0.000629062696582,0.0,0.00098656292296,3.7456802553e-20,E8_Acquisition---P3_has_note,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.211040804884
29,s29-gilcrease!Medium,0.0,0.0714285714286,0.0,0.0,0.0,2.27089430178e-09,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.21061726394
31,s23-s-national-portrait-gallery!Medium,0.0,0.0714285714286,0.0,0.0,0.0,4.06573575256e-13,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.210617262736
74,s23-s-national-portrait-gallery!Artist,0.0,0.0,0.0,0.0,0.0,0.0941001837674,E82_Actor_Appellation---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.201653969185
19,s26-s-san-francisco-moma!image-URL,0.498525131561,0.0588235294118,0.000620418925017,0.0,8.79764496801e-78,9.90385416735e-38,E38_Image---dev#classLink,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.200751230154
27,s27-s-the-huntington!image_url,0.498722213864,0.0588235294118,0.0,0.0,1.9573546891e-82,2.13594912647e-37,E38_Image---dev#classLink,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.200387764707
55,s28-wildlife-art!Materials,0.0,0.0588235294118,0.0,0.0,0.0,6.48427332594e-34,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.200387764707
17,s24-s-norton-simon!image_url,0.484406393574,0.0588235294118,0.0,0.0,1.9573546891e-82,8.72420002512e-38,E38_Image---dev#classLink,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.200387764707
65,s26-s-san-francisco-moma!artistName,0.0,0.0555555555556,0.0,0.0,0.0,9.19185886546e-06,E82_Actor_Appellation---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.197801918651
48,s22-s-moca!Provenance,0.0814330386438,0.0555555555556,0.0,0.0,8.34479249494e-20,4.64853546474e-07,E8_Acquisition---P3_has_note,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.197797499281
81,s21-s-met!artistName,0.023121249252,0.0555555555556,0.0,0.0,1.01386249805e-07,7.83961898721e-26,E82_Actor_Appellation---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.197797267912
57,s25-s-oakland-museum-paintings!ArtistName,0.0,0.0555555555556,0.0,0.0,0.0,3.37869085015e-22,E82_Actor_Appellation---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.197797263881
43,s21-s-met!creditLine,0.483836879661,0.0555555555556,0.0,0.0,2.23946432506e-82,8.95609814366e-30,E8_Acquisition---P3_has_note,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.197797263881
56,s28-wildlife-art!Credit Line,0.188218252052,0.0526315789474,0.0,0.0,0.019784918433,3.20687741888e-34,E8_Acquisition---P3_has_note,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.196281868526
0,s29-gilcrease!Object Name,0.0,0.0526315789474,0.0,0.0,0.0,0.00019745646303,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.195600036389
34,s27-s-the-huntington!credit_line,0.0,0.0526315789474,0.0,0.0,0.0,2.62603414908e-05,E8_Acquisition---P3_has_note,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.195514085721
82,s20-s-lacma!Artist_Name,0.0,0.0526315789474,0.0,0.0,0.0,5.13811277558e-33,E82_Actor_Appellation---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.195500903992
44,s26-s-san-francisco-moma!when-acquired,0.646095554171,0.047619047619,0.0,0.0,2.60980625213e-82,0.0068826205743,E52_Time-Span---P82_at_some_time_within,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.195036794858
41,s20-s-lacma!Artwork_in_Focus,0.445222656481,0.0416666666667,0.0,0.0,0.000708782424249,5.40138903684e-34,E21_Person---P3_has_note,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.187096564611
20,s26-s-san-francisco-moma!deathYear,0.645230978494,0.0,0.0,0.0,2.60807100861e-82,0.0448372374555,E52_Time-Span---P82_at_some_time_within,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.17752471057
49,s24-s-norton-simon!title,0.102882074554,0.0,0.0322818536493,0.0,9.44493209959e-13,1.19482506732e-33,E35_Title---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.173882702825
50,s24-s-norton-simon!made,0.569042601861,0.0,0.0322693824579,0.0,2.02012907952e-79,2.00735561999e-14,E52_Time-Span---P82_at_some_time_within,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.173876157486
46,s23-s-national-portrait-gallery!DateOfWork,0.585216738224,0.0,0.0319327604516,0.0,2.68079988606e-58,0.000301275215155,E52_Time-Span---P82_at_some_time_within,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.173837605088
22,s25-s-oakland-museum-paintings!Date_made,0.566820989293,0.0,0.0309246776974,0.0,1.16511137438e-70,2.00865964583e-14,E52_Time-Span---P82_at_some_time_within,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.173171547912
62,s20-s-lacma!Image_URL,0.483051840565,0.0,0.0249625561658,0.0,0.000142513172717,5.13811277558e-33,E38_Image---dev#classLink,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.170079688079
76,s26-s-san-francisco-moma!title,0.228448364621,0.0,0.0148515606531,0.0,4.06288411562e-13,9.19377655036e-35,E35_Title---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.164923606014
47,s29-gilcrease!Title,0.191269512434,0.0,0.0124428275798,0.0,2.73649473656e-08,0.000616379089076,E35_Title---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.163984605023
83,s27-s-the-huntington!Artwork_Title,0.231904066399,0.0,0.0114290120162,0.0,2.16518253554e-44,3.51566000288e-34,E35_Title---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.163208584119
12,s25-s-oakland-museum-paintings!Title,0.141205065753,0.0,0.00931996137172,0.0,3.47971191716e-07,1.06413675796e-35,E35_Title---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.162158927811
8,s29-gilcrease!Dated,0.560647627478,0.0,0.00586677631579,0.0,6.81065772215e-41,4.34992738375e-05,E52_Time-Span---P82_at_some_time_within,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.160470741727
67,s21-s-met!artworkTitle,0.0862455886837,0.0,0.00563891379497,0.0,6.13492253956e-07,6.99284804663e-36,E35_Title---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.160339943264
59,s26-s-san-francisco-moma!url,0.499701432537,0.0,0.000263213308065,0.0,8.76454410658e-82,6.77698108551e-38,E22_Man-Made_Object---dev#classLink,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.157713217814
10,s24-s-norton-simon!prov,0.303430397931,0.0,0.0,0.0,3.54722003875e-58,0.000283816202943,E8_Acquisition---P3_has_note,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.157705789607
7,s25-s-oakland-museum-paintings!Pic_URL,0.499878918665,0.0,0.000101297096973,0.0,5.87246987488e-75,1.45205299729e-37,E38_Image---dev#classLink,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.157634646674
11,s23-s-national-portrait-gallery!Image,0.498511633191,0.0,2.11488012536e-06,0.0,6.10675450454e-60,1.07301548727e-06,E38_Image---dev#classLink,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.157586988033
77,s21-s-met!deathDate,0.609641460502,0.0,0.0,0.0,7.29362230217e-80,2.28766921074e-07,E52_Time-Span---P82_at_some_time_within,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.157585604549
64,s27-s-the-huntington!date,0.518044100245,0.0,0.0,0.0,6.94692261683e-76,7.0917085696e-08,E52_Time-Span---P82_at_some_time_within,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.157585537672
16,s25-s-oakland-museum-paintings!Subtype_of_Art,0.0,0.0,0.0,0.0,0.0,2.26623086881e-08,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.157585517228
2,s21-s-met!birthDate,0.638738047598,0.0,0.0,0.0,3.17005524227e-82,2.9204954081e-09,E52_Time-Span---P82_at_some_time_within,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.157585508864
79,s23-s-national-portrait-gallery!Owner,0.0,0.0,0.0,0.0,0.0,4.6632596543e-15,E40_Legal_Body---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.157585507627
51,s28-wildlife-art!Category,0.0,0.0,0.0,0.0,0.0,5.44871726679e-35,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.157585507627
13,s26-s-san-francisco-moma!type,0.0,0.0,0.0,0.0,0.0,1.09281052193e-22,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.157585507627
71,s28-wildlife-art!How Acquired?,0.0,0.0,0.0,0.0,0.0,5.1429877597e-34,E8_Acquisition---P3_has_note,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.157585507627
68,s29-gilcrease!Culture,0.0,0.0,0.0,0.0,0.0,1.39970983674e-19,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.157585507627
25,s28-wildlife-art!Place Made,0.0,0.0,0.0,0.0,0.0,6.60998520395e-36,E48_Place_Name---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.157585507627
42,s28-wildlife-art!Title,0.0,0.0,0.0,0.0,0.0,7.14943095062e-33,E35_Title---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.157585507627
1,s25-s-oakland-museum-paintings!Type_of_Art,0.0,0.0,0.0,0.0,0.0,0.0,E55_Type---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.157585507627
53,s28-wildlife-art!Owner,0.0,0.0,0.0,0.0,0.0,6.60998520395e-36,E40_Legal_Body---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.157585507627
23,s28-wildlife-art!Maker,0.0,0.0,0.0,0.0,0.0,7.14943095062e-33,E82_Actor_Appellation---rdf-schema#label,False,s19-s-indianapolis-artworks!dimensions,0.0,E54_Dimension---P3_has_note,0.157585507627
76,s26-s-san-francisco-moma!title,0.00979958923989,1.0,0.00952974660652,0.00369897478398,0.00761979276618,2.00732382871e-06,E35_Title---rdf-schema#label,True,s19-s-indianapolis-artworks!title,0.905726986873,E35_Title---rdf-schema#label,0.998167240296
49,s24-s-norton-simon!title,0.0100710614921,1.0,0.000119479426849,0.0,0.00557962679251,8.1405793032e-05,E35_Title---rdf-schema#label,True,s19-s-indianapolis-artworks!title,0.90324856094,E35_Title---rdf-schema#label,0.998084338059
