" Shirt Name"," Date of Birth"," Last Name"," First Name"," FIFA Display Name","Country"," Height"," #"," Position"," Club"," Club Country"
" ABE"," 06 Sep 1981"," ABE"," Yuki"," Yuki ABE","Japan"," 177"," 2"," Midfielder"," Urawa Reds"," JPN"
" KOMANO"," 25 Jul 1981"," KOMANO"," Yuichi"," Yuichi KOMANO","Japan"," 172"," 3"," Defender"," Jubilo Iwata"," JPN"
" TULIO"," 24 Apr 1981"," TANAKA"," Marcus Tulio Lyuji Murzani"," Marcus Tulio TANAKA","Japan"," 185"," 4"," Defender"," Nagoya Grampus Eight"," JPN"
" NAGATOMO"," 12 Sep 1986"," NAGATOMO"," Yuto"," Yuto NAGATOMO","Japan"," 170"," 5"," Defender"," FC Tokyo"," JPN"
" UCHIDA"," 27 Mar 1988"," UCHIDA"," Atsuto"," Atsuto UCHIDA","Japan"," 176"," 6"," Defender"," Kashima Antlers"," JPN"
" ENDO"," 28 Jan 1980"," ENDO"," Yasuhito"," Yasuhito ENDO","Japan"," 178"," 7"," Midfielder"," Gamba Osaka"," JPN"
" MATSUI"," 11 May 1981"," MATSUI"," Daisuke"," Daisuke MATSUI","Japan"," 175"," 8"," Midfielder"," Grenoble"," FRA"
" OKAZAKI"," 16 Apr 1986"," OKAZAKI"," Shinji"," Shinji OKAZAKI","Japan"," 174"," 9"," Forward"," Shimizu S-Pulse"," JPN"
" NAKAMURA"," 24 Jun 1978"," NAKAMURA"," Shunsuke"," Shunsuke NAKAMURA","Japan"," 178"," 10"," Midfielder"," Yokohama F Marinos"," JPN"
" TAMADA"," 11 Apr 1980"," TAMADA"," Keiji"," Keiji TAMADA","Japan"," 173"," 11"," Forward"," Nagoya Grampus Eight"," JPN"
" YANO"," 05 Apr 1984"," YANO"," Kisho"," Kisho YANO","Japan"," 185"," 12"," Forward"," Albirex Niigata"," JPN"
" IWAMASA"," 30 Jan 1982"," IWAMASA"," Daiki"," Daiki IWAMASA","Japan"," 187"," 13"," Defender"," Kashima Antlers"," JPN"
" NAKAMURA"," 31 Oct 1980"," NAKAMURA"," Kengo"," Kengo NAKAMURA","Japan"," 175"," 14"," Midfielder"," Kawasaki Frontale"," JPN"
" KONNO"," 25 Jan 1983"," KONNO"," Yasuyuki"," Yasuyuki KONNO","Japan"," 178"," 15"," Defender"," FC Tokyo"," JPN"
" OKUBO"," 09 Jun 1982"," OKUBO"," Yoshito"," Yoshito OKUBO","Japan"," 170"," 16"," Forward"," Vissel Kobe"," JPN"
" HASEBE"," 18 Jan 1984"," HASEBE"," Makoto"," Makoto HASEBE","Japan"," 177"," 17"," Midfielder"," Wolfsburg"," GER"
" HONDA"," 13 Jun 1986"," HONDA"," Keisuke"," Keisuke HONDA","Japan"," 182"," 18"," Midfielder"," CSKA Moscow"," RUS"
" MORIMOTO"," 07 May 1988"," MORIMOTO"," Takayuki"," Takayuki MORIMOTO","Japan"," 180"," 19"," Forward"," Catania"," ITA"
" INAMOTO"," 18 Sep 1979"," INAMOTO"," Junichi"," Junichi INAMOTO","Japan"," 181"," 20"," Midfielder"," Kawasaki Frontale"," JPN"
" KAWASHIMA"," 20 Mar 1983"," KAWASHIMA"," Eiji"," Eiji KAWASHIMA","Japan"," 185"," 21"," Goalkeeper"," Kawasaki Frontale"," JPN"
" NAKAZAWA"," 25 Feb 1978"," NAKAZAWA"," Yuji"," Yuji NAKAZAWA","Japan"," 187"," 22"," Defender"," Yokohama F Marinos"," JPN"
" KAWAGUCHI"," 15 Aug 1975"," KAWAGUCHI"," Yoshikatsu"," Yoshikatsu KAWAGUCHI","Japan"," 180"," 23"," Goalkeeper"," Jubilo Iwata"," JPN"
" R. MYONG GUK"," 09 Sep 1986"," RI"," Myong Guk"," RI Myong Guk","Korea DPR"," 187"," 1"," Goalkeeper"," Pyongyang City"," PRK"
" C. JONG HYOK"," 25 Sep 1985"," CHA"," Jong Hyok"," CHA Jong Hyok","Korea DPR"," 178"," 2"," Defender"," Amrokgang"," PRK"
" R. JUN IL"," 24 Aug 1987"," RI"," Jun Il"," RI Jun Il","Korea DPR"," 178"," 3"," Defender"," Sobaeksu"," PRK"
" P. NAM CHOL"," 02 Jul 1985"," PAK"," Nam Chol"," PAK Nam Chol","Korea DPR"," 172"," 4"," Midfielder"," April 25"," PRK"
" R. KWANG CHON"," 04 Sep 1985"," RI"," Kwang Chon"," RI Kwang Chon","Korea DPR"," 183"," 5"," Defender"," April 25"," PRK"
" K. KUM IL"," 10 Oct 1987"," KIM"," Kum Il"," KIM Kum Il","Korea DPR"," 170"," 6"," Midfielder"," April 25"," PRK"
" A. CHOL HYOK"," 27 Jun 1987"," AN"," Chol Hyok"," AN Chol Hyok","Korea DPR"," 178"," 7"," Forward"," Rimyongsu"," PRK"
" J. YUN NAM"," 20 Nov 1976"," JI"," Yun Nam"," JI Yun Nam","Korea DPR"," 172"," 8"," Defender"," April 25"," PRK"
" J. TAE SE"," 02 Mar 1984"," JONG"," Tae Se"," JONG Tae Se","Korea DPR"," 181"," 9"," Defender"," Kawasaki Frontale"," JPN"
" H. YONG JO"," 22 May 1982"," HONG"," Yong Jo"," HONG Yong Jo","Korea DPR"," 174"," 10"," Forward"," FK Rostov"," RUS"
" M. IN GUK"," 29 Sep 1978"," MUN"," In Guk"," MUN In Guk","Korea DPR"," 167"," 11"," Midfielder"," April 25"," PRK"
" C. KUM CHOL"," 09 Feb 1987"," CHOE"," Kum Chol"," CHOE Kum Chol","Korea DPR"," 178"," 12"," Forward"," April 25"," PRK"
" P. CHOL JIN"," 05 Sep 1985"," PAK"," Chol Jin"," PAK Chol Jin","Korea DPR"," 184"," 13"," Defender"," Amrokgang"," PRK"
" P. NAM CHOL"," 03 Oct 1988"," PAK"," Nam Chol"," PAK Nam Chol","Korea DPR"," 183"," 14"," Defender"," Amrokgang"," PRK"
" K. YONG JUN"," 19 Jul 1983"," KIM"," Yong Jun"," KIM Yong Jun","Korea DPR"," 182"," 15"," Midfielder"," Pyongyang City"," PRK"
" N. SONG CHOL"," 07 May 1982"," NAM"," Song Chol"," NAM Song Chol","Korea DPR"," 178"," 16"," Defender"," April 25"," PRK"
" A. YONG HAK"," 25 Oct 1978"," AN"," Yong Hak"," AN Yong Hak","Korea DPR"," 182"," 17"," Midfielder"," Omiya Ardija"," JPN"
" K. MYONG GIL"," 16 Oct 1984"," KIM"," Myong Gil"," KIM Myong Gil","Korea DPR"," 181"," 18"," Goalkeeper"," Amrokgang"," PRK"
" R. CHOL MYONG"," 18 Feb 1988"," RI"," Chol Myong"," RI Chol Myong","Korea DPR"," 173"," 19"," Midfielder"," Pyongyang City"," PRK"
" K. MYONG WON"," 15 Jul 1983"," KIM"," Myong Won"," KIM Myong Won","Korea DPR"," 180"," 20"," Goalkeeper"," Amrokgang"," PRK"
" R. KWANG HYOK"," 17 Aug 1987"," RI"," Kwang Hyok"," RI Kwang Hyok","Korea DPR"," 178"," 21"," Defender"," Kyonggongop"," PRK"
" K. KYONG IL"," 11 Dec 1988"," KIM"," Kyong Il"," KIM Kyong Il","Korea DPR"," 174"," 22"," Midfielder"," Rimyongsu"," PRK"
" P. SUNG HYOK"," 30 May 1990"," PAK"," Sung Hyok"," PAK Sung Hyok","Korea DPR"," 175"," 23"," Midfielder"," Sobaeksu"," PRK"
" WOONJAE"," 26 Apr 1973"," LEE"," Woon Jae"," LEE Woon Jae","Korea Republic"," 182"," 1"," Goalkeeper"," Suwon Bluewings"," KOR"
" BEOMSEOK"," 29 Jul 1984"," OH"," Beom Seok"," OH Beom Seok","Korea Republic"," 181"," 2"," Defender"," Ulsan Hyundai"," KOR"
" HYUNGIL"," 27 Apr 1984"," KIM"," Hyung Il"," KIM Hyung Il","Korea Republic"," 187"," 3"," Defender"," Pohang Steelers"," KOR"
" YONGHYUNG"," 03 Nov 1983"," CHO"," Yong Hyung"," CHO Yong Hyung","Korea Republic"," 182"," 4"," Defender"," Jeju Utd."," KOR"
" NAMIL"," 14 Mar 1977"," KIM"," Nam Il"," KIM Nam Il","Korea Republic"," 180"," 5"," Midfielder"," Tom Tomsk"," RUS"
" BOKYUNG"," 06 Oct 1989"," KIM"," Bo Kyung"," KIM Bo Kyung","Korea Republic"," 178"," 6"," Midfielder"," Oita Trinita"," JPN"
" JISUNG"," 25 Feb 1981"," PARK"," Ji Sung"," PARK Ji Sung","Korea Republic"," 178"," 7"," Midfielder"," Manchester Utd."," ENG"
" JUNGWOO"," 09 May 1982"," KIM"," Jung Woo"," KIM Jung Woo","Korea Republic"," 183"," 8"," Midfielder"," Gwangju Sangmu"," KOR"
" JUNGHWAN"," 27 Jan 1976"," AHN"," Jung Hwan"," AHN Jung Hwan","Korea Republic"," 177"," 9"," Forward"," Dalian Shide"," CHN"
" CHUYOUNG"," 10 Jul 1985"," PARK"," Chu Young"," PARK Chu Young","Korea Republic"," 183"," 10"," Forward"," Monaco"," FRA"
" SEUNGYEOUL"," 06 Mar 1989"," LEE"," Seung Yeoul"," LEE Seung Yeoul","Korea Republic"," 183"," 11"," Forward"," FC Seoul"," KOR"
" YOUNGPYO"," 23 Apr 1977"," LEE"," Young Pyo"," LEE Young Pyo","Korea Republic"," 177"," 12"," Defender"," Al Hilal"," KSA"
" JAESUNG"," 03 Oct 1983"," KIM"," Jae Sung"," KIM Jae Sung","Korea Republic"," 180"," 13"," Midfielder"," Pohang Steelers"," KOR"
" JUNGSOO"," 08 Jan 1980"," LEE"," Jung Soo"," LEE Jung Soo","Korea Republic"," 185"," 14"," Defender"," Kashima Antlers"," JPN"
" DONGJIN"," 29 Jan 1982"," KIM"," Dong Jin"," KIM Dong Jin","Korea Republic"," 184"," 15"," Defender"," Ulsan Hyundai"," KOR"
" SUNGYUENG"," 24 Jan 1989"," KI"," Sung Yueng"," KI Sung Yueng","Korea Republic"," 187"," 16"," Midfielder"," Celtic"," SCO"
" CHUNGYONG"," 02 Jul 1988"," LEE"," Chung Yong"," LEE Chung Yong","Korea Republic"," 180"," 17"," Midfielder"," Bolton Wanderers"," ENG"
" SUNGRYONG"," 04 Jan 1985"," JUNG"," Sung Ryong"," JUNG Sung Ryong","Korea Republic"," 190"," 18"," Goalkeeper"," Seongnam Ilhwa Chunma"," KOR"
" KIHUN"," 30 Mar 1983"," YEOM"," Ki Hun"," YEOM Ki Hun","Korea Republic"," 182"," 19"," Midfielder"," Suwon Bluewings"," KOR"
" DONGGOOK"," 29 Apr 1979"," LEE"," Dong Gook"," LEE Dong Gook","Korea Republic"," 187"," 20"," Forward"," Jeonbuk Motors"," KOR"
" YOUNGKWANG"," 28 Jun 1983"," KIM"," Young Kwang"," KIM Young Kwang","Korea Republic"," 184"," 21"," Goalkeeper"," Ulsan Hyundai"," KOR"
" DURI"," 25 Jul 1980"," CHA"," Du Ri"," CHA Du Ri","Korea Republic"," 181"," 22"," Defender"," SC Freiburg"," GER"
" MINSOO"," 14 Feb 1986"," KANG"," Min Soo"," KANG Min Soo","Korea Republic"," 186"," 23"," Defender"," Suwon Bluewings"," KOR"
" O PEREZ"," 01 Feb 1973"," PEREZ ROJAS"," Oscar"," Oscar PEREZ","Mexico"," 174"," 1"," Goalkeeper"," Jaguares"," MEX"
" F RODRIGUEZ"," 20 Oct 1981"," RODRIGUEZ PINEDO"," Francisco Javier"," Francisco RODRIGUEZ","Mexico"," 191"," 2"," Defender"," PSV Eindhoven"," NED"
" C SALCIDO"," 02 Apr 1980"," SALCIDO FLORES"," Carlos Arnoldo"," Carlos SALCIDO","Mexico"," 176"," 3"," Defender"," PSV Eindhoven"," NED"
" R MARQUEZ"," 13 Feb 1979"," MÁRQUEZ ALVAREZ"," Rafael"," Rafael MARQUEZ","Mexico"," 182"," 4"," Defender"," Barcelona"," ESP"
" R OSORIO"," 30 Mar 1980"," OSORIO MENDOZA"," Ricardo"," Ricardo OSORIO","Mexico"," 173"," 5"," Defender"," VfB Stuttgart"," GER"
" G TORRADO"," 30 Apr 1979"," TORRADO DIEZ DE BONILLA"," Gerardo"," Gerardo TORRADO","Mexico"," 174"," 6"," Midfielder"," Cruz Azul"," MEX"
" P BARRERA"," 21 Jun 1987"," BARRERA ACOSTA"," Pablo Edson"," Pablo BARRERA","Mexico"," 172"," 7"," Forward"," Pumas UNAM"," MEX"
" I CASTRO"," 20 Dec 1980"," CASTRO MARCIAS"," Israel"," Israel CASTRO","Mexico"," 175"," 8"," Midfielder"," Pumas UNAM"," MEX"
" G FRANCO"," 03 Nov 1976"," FRANCO FARQUARSON"," Guillermo Luis"," Guillermo FRANCO","Mexico"," 182"," 9"," Forward"," West Ham Utd."," ENG"
" C BLANCO"," 17 Jan 1973"," BLANCO BRAVO"," Cuauhtemoc"," Cuauhtemoc BLANCO","Mexico"," 177"," 10"," Forward"," Veracruz"," MEX"
" C VELA"," 01 Mar 1989"," VELA GARRIDO"," Carlos Alberto"," Carlos VELA","Mexico"," 179"," 11"," Forward"," Arsenal"," ENG"
" P AGUILAR"," 06 Mar 1986"," AGUILAR ROJAS"," Paul Nicolas"," Paul AGUILAR","Mexico"," 178"," 12"," Defender"," Pachuca"," MEX"
" G OCHOA"," 13 Jul 1985"," OCHOA MAGAÑA"," Francisco Guillermo"," Guillermo OCHOA","Mexico"," 183"," 13"," Goalkeeper"," America"," MEX"
" J HERNANDEZ"," 01 Jun 1988"," HERNANDEZ BALCAZAR"," Javier"," Javier HERNANDEZ","Mexico"," 175"," 14"," Forward"," Chivas"," MEX"
" H MORENO"," 17 Jan 1988"," MORENO HERRERA"," Hector Alfredo"," Hector MORENO","Mexico"," 184"," 15"," Defender"," AZ Alkmaar"," NED"
" E JUAREZ"," 22 Feb 1988"," JUAREZ VALDEZ"," Efrain"," Efrain JUAREZ","Mexico"," 175"," 16"," Defender"," Pumas UNAM"," MEX"
" G DOS SANTOS"," 11 May 1989"," DOS SANTOS RAMIREZ"," Giovani"," Giovani DOS SANTOS","Mexico"," 175"," 17"," Forward"," Galatasaray"," TUR"
" A GUARDADO"," 28 Sep 1986"," GUARDADO HERNANDEZ"," José Andrés"," Andres GUARDADO","Mexico"," 169"," 18"," Midfielder"," Deportivo La Coruna"," ESP"
" J MAGALLON"," 21 Nov 1981"," MAGALLON OLIVA"," Jose Jonny"," Jonny MAGALLON","Mexico"," 178"," 19"," Defender"," Chivas"," MEX"
" J TORRES"," 16 Jan 1988"," TORRES NILO"," Jorge Emmanuel"," Jorge TORRES","Mexico"," 182"," 20"," Midfielder"," Atlas"," MEX"
" A BAUTISTA"," 15 May 1979"," BAUTISTA HERRERA"," Adolfo"," Adolfo BAUTISTA","Mexico"," 185"," 21"," Forward"," Chivas"," MEX"
" A MEDINA"," 29 May 1983"," MEDINA BRISENO"," Alberto"," Alberto MEDINA","Mexico"," 172"," 22"," Forward"," Chivas"," MEX"
" L MICHEL"," 21 Jul 1979"," MICHEL VERGARA"," Luis Ernesto"," Luis MICHEL","Mexico"," 183"," 23"," Goalkeeper"," Chivas"," MEX"
" STEKELENBURG"," 22 Sep 1982"," STEKELENBURG"," Maarten"," Maarten STEKELENBURG","Netherlands"," 197"," 1"," Goalkeeper"," Ajax"," NED"
" VAN DER WIEL"," 03 Feb 1988"," VAN DER WIEL"," Gregory Kurtley"," Gregory VAN DER WIEL","Netherlands"," 180"," 2"," Defender"," Ajax"," NED"
" HEITINGA"," 15 Nov 1983"," HEITINGA"," John Gijsbert Alan"," John HEITINGA","Netherlands"," 182"," 3"," Defender"," Everton"," ENG"
" MATHIJSEN"," 05 Apr 1980"," MATHIJSEN"," Joris"," Joris MATHIJSEN","Netherlands"," 182"," 4"," Defender"," Hamburger SV"," GER"
" V. BRONCKHORST"," 05 Feb 1975"," VAN BRONCKHORST"," Giovanni Christiaan"," Giovanni VAN BRONCKHORST","Netherlands"," 176"," 5"," Defender"," Feyenoord"," NED"
" V. BOMMEL"," 22 Apr 1977"," VAN BOMMEL"," Mark Peter Gertruda Andreas"," Mark VAN BOMMEL","Netherlands"," 187"," 6"," Midfielder"," Bayern Munich"," GER"
" KUYT"," 22 Jul 1980"," KUIJT"," Dirk"," Dirk KUYT","Netherlands"," 183"," 7"," Forward"," Liverpool"," ENG"
" DE JONG"," 30 Nov 1984"," DE JONG"," Nigel"," Nigel DE JONG","Netherlands"," 174"," 8"," Midfielder"," Manchester City"," ENG"
" V. PERSIE"," 06 Aug 1983"," VAN PERSIE"," Robin"," Robin VAN PERSIE","Netherlands"," 184"," 9"," Forward"," Arsenal"," ENG"
" SNEIJDER"," 09 Jun 1984"," SNEIJDER"," Wesley"," Wesley SNEIJDER","Netherlands"," 170"," 10"," Midfielder"," Inter"," ITA"
" ROBBEN"," 23 Jan 1984"," ROBBEN"," Arjen"," Arjen ROBBEN","Netherlands"," 180"," 11"," Forward"," Bayern Munich"," GER"
" BOULAHROUZ"," 28 Dec 1981"," BOULAHROUZ"," Khalid"," Khalid BOULAHROUZ","Netherlands"," 184"," 12"," Defender"," VfB Stuttgart"," GER"
" OOIJER"," 11 Jul 1974"," OOIJER"," Andre Antonius Maria"," Andre OOIJER","Netherlands"," 184"," 13"," Defender"," PSV Eindhoven"," NED"
" DE ZEEUW"," 26 May 1983"," DE ZEEUW"," Demy Patrick René"," Demy DE ZEEUW","Netherlands"," 174"," 14"," Midfielder"," Ajax"," NED"
" BRAAFHEID"," 08 Apr 1983"," BRAAFHEID"," Edson René"," Edson BRAAFHEID","Netherlands"," 174"," 15"," Defender"," Celtic"," SCO"
" VORM"," 20 Oct 1983"," VORM"," Michel"," Michel VORM","Netherlands"," 182"," 16"," Goalkeeper"," Utrecht"," NED"
" ELIA"," 13 Feb 1987"," ELIA"," Eljero George Rinaldo"," Eljero ELIA","Netherlands"," 177"," 17"," Forward"," Hamburger SV"," GER"
" SCHAARS"," 11 Jan 1984"," SCHAARS"," Stephanus Johannes"," Stijn SCHAARS","Netherlands"," 178"," 18"," Midfielder"," AZ Alkmaar"," NED"
" BABEL"," 19 Dec 1986"," BABEL"," Ryan Guno"," Ryan BABEL","Netherlands"," 185"," 19"," Forward"," Liverpool"," ENG"
" AFELLAY"," 02 Apr 1986"," AFELLAY"," Ibrahim"," Ibrahim AFELLAY","Netherlands"," 184"," 20"," Midfielder"," PSV Eindhoven"," NED"
" HUNTELAAR"," 12 Aug 1983"," HUNTELAAR"," Dirk Klaas Jan"," Klaas Jan HUNTELAAR","Netherlands"," 185"," 21"," Forward"," AC Milan"," ITA"
" BOSCHKER"," 20 Oct 1970"," BOSCHKER"," Sander Bernard Jozef"," Sander BOSCHKER","Netherlands"," 185"," 22"," Goalkeeper"," Twente Enschede"," NED"
" VAN DER VAART"," 11 Feb 1983"," VAN DER VAART"," Rafael Ferdinand"," Rafael VAN DER VAART","Netherlands"," 178"," 23"," Midfielder"," Real Madrid"," ESP"
" PASTON"," 13 Dec 1976"," PASTON"," Mark Nelson"," Mark PASTON","New Zealand"," 195"," 1"," Goalkeeper"," Wellington Phoenix"," NZL"
" SIGMUND"," 03 Feb 1981"," SIGMUND"," Benjamin Robert"," Ben SIGMUND","New Zealand"," 187"," 2"," Defender"," Wellington Phoenix"," NZL"
" LOCHHEAD"," 12 Jan 1982"," LOCHHEAD"," Tony James"," Tony LOCHHEAD","New Zealand"," 183"," 3"," Defender"," Wellington Phoenix"," NZL"
" REID"," 03 Jul 1988"," REID"," Winston Wiremu"," Winston REID","New Zealand"," 190"," 4"," Defender"," Midtjylland"," DEN"
" VICELICH"," 03 Sep 1976"," VICELICH"," Ivan Robert"," Ivan VICELICH","New Zealand"," 193"," 5"," Defender"," Auckland City"," NZL"
" NELSEN"," 18 Oct 1977"," NELSEN"," Ryan William"," Ryan NELSEN","New Zealand"," 185"," 6"," Defender"," Blackburn Rovers"," ENG"
" ELLIOTT"," 10 Jun 1974"," ELLIOTT"," Simon John"," Simon ELLIOTT","New Zealand"," 180"," 7"," Midfielder"," No club affiliation"," UNK"
" BROWN"," 06 Mar 1981"," BROWN"," Timothy Oliver"," Tim BROWN","New Zealand"," 185"," 8"," Midfielder"," Wellington Phoenix"," NZL"
" SMELTZ"," 29 Sep 1981"," SMELTZ"," Shane Edward"," Shane SMELTZ","New Zealand"," 184"," 9"," Forward"," Gold Coast United"," AUS"
" KILLEN"," 08 Oct 1981"," KILLEN"," Christopher John"," Chris KILLEN","New Zealand"," 188"," 10"," Forward"," Middlesbrough"," ENG"
" BERTOS"," 20 Dec 1981"," BERTOS"," Leonidas Christos"," Leo BERTOS","New Zealand"," 177"," 11"," Midfielder"," Wellington Phoenix"," NZL"
" MOSS"," 19 Jan 1983"," MOSS"," Glen Robert"," Glen MOSS","New Zealand"," 188"," 12"," Goalkeeper"," Melbourne Victory"," AUS"
" BARRON"," 24 Dec 1980"," BARRON"," Andrew"," Andy BARRON","New Zealand"," 178"," 13"," Midfielder"," Team Wellington"," NZL"
" FALLON"," 20 Mar 1982"," FALLON"," Rory Micheal"," Rory FALLON","New Zealand"," 191"," 14"," Forward"," Plymouth Argyle"," ENG"
" MCGLINCHEY"," 07 Jan 1987"," MC GLINCHEY"," Michael Ryan"," Michael McGLINCHEY","New Zealand"," 173"," 15"," Midfielder"," Motherwell"," SCO"
" CLAPHAM"," 15 Jan 1987"," CLAPHAM"," Aaron Daniel"," Aaron CLAPHAM","New Zealand"," 172"," 16"," Midfielder"," Canterbury Utd."," NZL"
" MULLIGAN"," 24 Mar 1982"," MULLIGAN"," David James"," Dave MULLIGAN","New Zealand"," 173"," 17"," Midfielder"," No club affiliation"," UNK"
" BOYENS"," 18 Sep 1983"," BOYENS"," Andrew Victor"," Andy BOYENS","New Zealand"," 192"," 18"," Defender"," New York Red Bulls"," USA"
" SMITH"," 31 Mar 1990"," SMITH"," Thomas Jefferson"," Tommy SMITH","New Zealand"," 187"," 19"," Defender"," Ipswich Town"," ENG"
" WOOD"," 07 Dec 1991"," WOOD"," Christopher Grant"," Chris WOOD","New Zealand"," 191"," 20"," Forward"," West Bromwich Albion"," ENG"
" CHRISTIE"," 22 May 1983"," CHRISTIE"," Jeremy John"," Jeremy CHRISTIE","New Zealand"," 180"," 21"," Midfielder"," Tampa Bay"," USA"
" BROCKIE"," 07 Oct 1987"," BROCKIE"," Jeremy Russell"," Jeremy BROCKIE","New Zealand"," 182"," 22"," Forward"," Newcastle United Jets"," AUS"
" BANNATYNE"," 30 Jun 1975"," BANNATYNE"," James Alexander"," James BANNATYNE","New Zealand"," 195"," 23"," Goalkeeper"," Team Wellington"," NZL"
" ENYEAMA"," 29 Aug 1982"," ENYEAMA"," Vincent"," Vincent ENYEAMA","Nigeria"," 185"," 1"," Goalkeeper"," Hapoel Tel-Aviv"," ISR"
" YOBO"," 06 Sep 1980"," YOBO"," Joseph"," Joseph YOBO","Nigeria"," 185"," 2"," Defender"," Everton"," ENG"
" TAIWO"," 16 Apr 1985"," ISMAILA TAIWO"," Taye"," Taye TAIWO","Nigeria"," 188"," 3"," Defender"," Marseille"," FRA"
" KANU"," 01 Aug 1976"," KANU"," Nwankwo"," Nwankwo KANU","Nigeria"," 197"," 4"," Midfielder"," Portsmouth"," ENG"
" AFOLABI"," 18 Apr 1980"," AFOLABI"," Rabiu"," Rabiu AFOLABI","Nigeria"," 183"," 5"," Defender"," Red Bull Salzburg"," AUT"
" SHITTU"," 02 Sep 1980"," SHITTU"," Daniel Olusola"," Danny SHITTU","Nigeria"," 190"," 6"," Defender"," Bolton Wanderers"," ENG"
" UTAKA"," 08 Jan 1982"," UTAKA"," John Chukwudi"," John UTAKA","Nigeria"," 179"," 7"," Forward"," Portsmouth"," ENG"
" YAKUBU"," 22 Nov 1982"," AIYEGBENI"," Yakubu"," Yakubu AIYEGBENI","Nigeria"," 188"," 8"," Forward"," Everton"," ENG"
" MARTINS"," 28 Oct 1984"," MARTINS"," Obafemi Akinwunmi"," Obafemi MARTINS","Nigeria"," 170"," 9"," Forward"," Wolfsburg"," GER"
" MIKEL"," 22 Apr 1987"," MIKEL"," John Obi"," John Obi MIKEL","Nigeria"," 191"," 10"," Midfielder"," Chelsea"," ENG"
" ODEMWINGIE"," 15 Jul 1981"," ODEMWINGIE"," Peter Osaze"," Peter ODEMWINGIE","Nigeria"," 181"," 11"," Forward"," Lokomotiv Moscow"," RUS"
" UCHE"," 15 Nov 1982"," UCHE"," Kalu"," Kalu UCHE","Nigeria"," 171"," 12"," Midfielder"," Almeria"," ESP"
" AYILA"," 04 Nov 1984"," AYILA"," Yussuf Atanda"," Yussuf AYILA","Nigeria"," 179"," 13"," Midfielder"," Dynamo Kyiv"," UKR"
" KAITA"," 02 May 1986"," KAITA"," Sani Haruna"," Sani KAITA","Nigeria"," 180"," 14"," Midfielder"," Alania Vladikavkaz"," RUS"
" HARUNA"," 04 Dec 1990"," HARUNA"," Lukman"," Lukman HARUNA","Nigeria"," 177"," 15"," Midfielder"," Monaco"," FRA"
" EJIDE"," 08 Apr 1984"," EJIDE"," Austine Amamchukwu"," Austin EJIDE","Nigeria"," 186"," 16"," Goalkeeper"," Hapoel Petah Tikva"," ISR"
" ODIAH"," 17 Dec 1983"," ODIAH"," Chidi"," Chidi ODIAH","Nigeria"," 181"," 17"," Defender"," CSKA Moscow"," RUS"
" NSOFOR"," 25 Mar 1987"," NSOFOR OBINNA"," Victor"," Victor OBINNA","Nigeria"," 178"," 18"," Forward"," Malaga"," ESP"
" OBASI"," 01 Jun 1986"," OGBUKE OBASI"," Chinedu"," Chinedu OGBUKE OBASI","Nigeria"," 181"," 19"," Forward"," Hoffenheim"," GER"
" ETUHU"," 08 Jun 1982"," ETUHU"," Dickson"," Dickson ETUHU","Nigeria"," 191"," 20"," Midfielder"," Fulham"," ENG"
" ECHIEJILE"," 20 Jan 1988"," ECHIEJILE"," Elderson Uwa"," Uwa ECHIEJILE","Nigeria"," 198"," 21"," Defender"," Rennes"," FRA"
" ADELEYE"," 25 Dec 1988"," ADELEYE"," Ayodele"," Dele ADELEYE","Nigeria"," 189"," 22"," Defender"," Sparta Rotterdam"," NED"
" AIYENUGBA"," 20 Nov 1983"," AIYENUGBA"," Dele"," Dele AIYENUGBA","Nigeria"," 186"," 23"," Goalkeeper"," Bnei Yehuda"," ISR"
" J. VILLAR"," 30 Jun 1977"," VILLAR VIVEROS"," Justo Wilmar"," Justo VILLAR","Paraguay"," 180"," 1"," Goalkeeper"," Valladolid"," ESP"
" VERON"," 26 Jul 1979"," VERON"," Dario"," Dario VERON","Paraguay"," 181"," 2"," Defender"," Pumas UNAM"," MEX"
" MOREL R."," 02 Feb 1978"," MOREL RODRIGUEZ"," Claudio Marcelo"," Claudio MOREL","Paraguay"," 175"," 3"," Defender"," Boca Juniors"," ARG"
" CANIZA"," 29 Aug 1974"," CANIZA ACUNA"," Denis Ramon"," Denis CANIZA","Paraguay"," 174"," 4"," Defender"," Leon"," MEX"
" J. CACERES"," 05 Oct 1979"," CACERES LOPEZ"," Julio Cesar"," Julio Cesar CACERES","Paraguay"," 181"," 5"," Defender"," Atletico Mineiro"," BRA"
" BONET"," 02 Oct 1977"," BONET CACERES"," Carlos"," Carlos BONET","Paraguay"," 176"," 6"," Midfielder"," Olimpia Asuncion"," PAR"
" CARDOZO"," 20 May 1983"," CARDOZO"," Oscar Rene"," Oscar CARDOZO","Paraguay"," 192"," 7"," Forward"," Benfica"," POR"
" E. BARRETO"," 15 Jul 1984"," BARRETO CACERES"," Edgar Osvaldo"," Edgar BARRETO","Paraguay"," 178"," 8"," Midfielder"," Atalanta"," ITA"
" SANTA CRUZ"," 16 Aug 1981"," SANTA CRUZ CANTERO"," Roque"," Roque SANTA CRUZ","Paraguay"," 191"," 9"," Forward"," Manchester City"," ENG"
" BENITEZ"," 08 Nov 1987"," BENITEZ SANTANDER"," Edgar"," Edgar BENITEZ","Paraguay"," 176"," 10"," Forward"," Pachuca"," MEX"
